,Tare Count Load Cell 1,Tare Stds Load Cell 1,Tare Count Load Cell 2,Tare Stds Load Cell 2,Tare Count Load Cell 3,Tare Stds Load Cell 3,Tare Count Load Cell 4,Tare Stds Load Cell 4
0,60659.2464,70.20067218339152,31332.995700000014,65.35363417592016,68616.49410000001,63.92595404059294,82220.36890000003,55.62485415711219
