,Tare Count Load Cell 1,Tare Stds Load Cell 1,Tare Count Load Cell 2,Tare Stds Load Cell 2,Tare Count Load Cell 3,Tare Stds Load Cell 3,Tare Count Load Cell 4,Tare Stds Load Cell 4
0,17528.341400000005,248.49565710490796,90458.8207,191.32252709756892,26846.739100000006,131.14064730280995,116473.97890000002,115.43910732503092
