,Tare Count Load Cell 1,Tare Stds Load Cell 1,Tare Count Load Cell 2,Tare Stds Load Cell 2,Tare Count Load Cell 3,Tare Stds Load Cell 3,Tare Count Load Cell 4,Tare Stds Load Cell 4
0,-16351.448600000003,135.1056442196254,107934.65569999999,157.27042919760854,13480.984100000001,83.99703030464828,144798.80390000003,94.1313676464971
