,Tare Count Load Cell 1,Tare Stds Load Cell 1,Tare Count Load Cell 2,Tare Stds Load Cell 2,Tare Count Load Cell 3,Tare Stds Load Cell 3,Tare Count Load Cell 4,Tare Stds Load Cell 4
0,-11128.2736,102.9477730453651,105862.00069999999,99.74165616732057,13756.369100000004,72.4913579332047,144403.17890000003,76.44113748499561
