,Tare Count Load Cell 1,Tare Stds Load Cell 1,Tare Count Load Cell 2,Tare Stds Load Cell 2,Tare Count Load Cell 3,Tare Stds Load Cell 3,Tare Count Load Cell 4,Tare Stds Load Cell 4
0,-10205.093599999993,75.81361206933751,112763.3607,79.09608571225253,13433.899100000002,60.748726529862346,137367.93390000003,57.33581755761402
