,Tare Count Load Cell 1,Tare Stds Load Cell 1,Tare Count Load Cell 2,Tare Stds Load Cell 2,Tare Count Load Cell 3,Tare Stds Load Cell 3,Tare Count Load Cell 4,Tare Stds Load Cell 4
0,17369.161399999997,219.0574317388022,88587.8307,185.5279595505756,29057.089100000005,124.94014316863895,117008.9639,131.93767761712346
