,0.0 g,72.65 g,272.25 g,471.56 g,673.02 g,872.42 g,1148.61 g,1345.57 g,1544.88 g,1744.3 g,1943.91 g,2073.13 g,2272.74 g,2472.04 g,2671.46 g,2868.42 g,3149.09 g,3345.72 g,3545.14 g,3716.65 g,3913.6 g,4113.02 g,4312.33 g,4513.81 g,4792.61 g,4992.03 g,5193.52 g,5392.82 g,5589.76 g,5789.34 g,5889.38 g,172.7 g,118.07 g
920,112663,121025,143903,166596,False,212453,243834,266424,289195,312061,168069,349379,372092,393925,417316,False,472922,494403,517472,535425,559299,582693,605135,628258,659816,682396,705280,728169,750592,773040,784735,132163,126248
921,112566,121044,143642,166741,3028543,212371,243702,266064,288967,312258,334600,349398,372135,392863,417386,-1,472609,494643,517163,535889,559607,582908,604879,628163,660161,682327,705548,728224,750560,773102,784720,132359,126485
922,112751,False,143919,166723,95376,212112,243395,266145,289116,311794,334476,349115,372457,392768,417465,440195,472303,494505,517200,536624,559356,582477,604842,627911,659880,682300,705840,728362,750674,False,785246,False,126243
923,112821,1938879,143809,166544,189555,212294,243389,266439,288736,311757,334676,349237,372579,393363,417459,440213,471893,494299,517106,537771,559376,582260,604928,628034,659848,682926,705640,728124,750749,774025,785179,1677311,126409
924,112665,61198,143835,166770,189506,212516,243942,266257,288903,311550,334674,349263,372336,395027,417839,440447,False,494468,517239,538351,559705,581716,605019,627639,659618,682902,705843,728402,751021,774276,785253,132348,126305
925,113005,121073,143836,166387,189707,212338,244056,266494,289073,311678,334399,349231,372225,396295,417926,440359,471850,494561,517482,537912,559509,581592,605531,627494,659579,682960,705718,728169,750850,774089,785307,132539,126072
926,112735,120802,143636,166579,189760,212534,244155,266375,289103,False,334760,349640,371853,397014,False,440487,471660,494776,517549,537523,559647,581748,605410,627479,659912,682712,705570,728226,750723,773699,784962,132524,126343
927,112648,121078,143766,166517,189533,212182,243603,266201,289317,312306,334772,349347,371786,396709,418011,440287,471619,494811,518003,536477,559322,581987,604815,627495,659977,682445,705435,728498,750791,773682,784855,132519,126039
928,112798,120885,143753,166513,189744,212180,243268,266235,288995,311998,334781,349155,371795,395532,418021,440205,472003,494929,517779,536019,558987,582763,604698,628073,660114,False,705340,728302,750525,773056,784489,132552,126277
929,112626,120852,143845,166704,189477,212339,243768,266110,288795,311497,334655,349231,371744,394324,418051,440413,472487,494765,517372,535958,559341,582723,604482,628160,660339,1365035,705689,728492,750731,773018,784610,132245,126406
930,112943,121034,144000,166597,189481,212347,243869,266645,288708,311525,334509,False,372159,392864,417688,439943,472596,494423,517007,536259,559690,582563,604692,628395,659725,17361,705476,728012,750821,772902,784900,False,126003
931,112838,120875,143650,166731,189655,212608,244390,266657,288818,311644,334790,698565,372198,392697,417364,439891,472572,494366,516595,537178,559901,582395,604987,628114,659623,682026,705615,727979,750943,772637,784993,132249,126211
932,112746,121068,143816,166535,189460,212250,243987,266467,289172,312097,334825,17426,372358,393420,417266,440017,472323,494255,516899,537457,559804,False,605018,627937,659738,682487,705970,728482,750927,773617,785499,132322,126184
933,112859,120933,143730,166439,189592,212089,243145,266081,288977,312111,False,349487,372232,394424,417230,440011,472209,494530,517296,537736,559857,582989,605164,627835,659713,682667,705793,728184,750613,774114,785417,132526,126323
934,False,120995,143798,166702,189499,212242,243142,265726,289145,311882,334461,349349,372077,396073,417578,440342,471905,494982,517676,537860,559815,583017,604992,627689,False,682909,705846,728240,False,774809,785356,132419,126309
935,112738,121275,143892,166487,189645,212056,243534,266309,289020,311843,334949,349519,372076,396909,417590,440166,471643,494889,518087,537113,559307,582333,605191,627783,660270,682923,705535,728237,750748,775065,785258,132655,126132
936,112822,False,143779,166626,189832,212346,244247,266394,288942,311485,334637,349289,371871,396883,417833,440300,471791,495142,517786,536811,559258,582075,605050,627806,660112,682621,705490,728375,751009,774510,784672,132456,126300
937,112835,7747711,144037,166490,189516,212282,244217,266363,289130,311632,334826,349384,372030,395783,417987,440494,471904,494958,517755,536215,559259,581402,604801,627853,659958,682618,705442,728652,750814,773709,784623,132629,126087
938,112959,121102,143920,166558,189619,212258,243546,266281,False,312032,334863,349497,372106,394260,417649,440107,472258,494754,517248,536168,559155,581328,604959,628247,659939,682287,705376,728295,750959,772485,784477,132579,126314
939,112686,120947,143819,166702,189501,212447,243223,265975,289135,312107,334788,349254,372012,393226,417714,440229,472636,494786,517033,536606,559476,581974,604672,628123,659587,682260,705721,728348,750678,False,784672,132214,False
940,112723,120907,143958,166495,189561,212322,243194,266313,288852,312158,334841,349640,372366,392708,417521,439928,False,494399,516883,536966,559450,582433,604842,628139,659836,682539,705630,728282,750586,772660,784860,132527,126124
941,112473,121304,143736,166726,189733,212337,244415,266313,289037,311552,334425,349380,372339,393308,417508,439883,3780711,494339,517099,537733,559848,583244,604954,627920,659685,682640,705741,728360,750655,774050,784870,132286,126217
942,112612,121020,144039,166655,189563,212147,244940,266373,288815,311573,334423,349237,372343,394598,False,440100,472779,494127,517653,537737,560063,583181,604952,627579,659533,683002,705798,728403,750253,774472,785425,132280,126098
943,112700,120929,143700,166543,189758,212177,244126,266711,289118,311649,334499,349217,372276,395871,417988,440132,472422,494303,517588,537366,559841,582533,605270,627711,660182,682814,705508,728239,750673,774657,785196,132538,126231
944,112538,120825,143770,166787,189576,212309,243185,266209,289246,311837,334405,349136,371932,396919,417698,440576,False,494808,517716,537049,559652,582122,605057,627539,659905,682880,705449,728544,750783,774726,785181,132374,126304
945,112835,120780,144130,166443,189540,212040,242745,266284,288898,312251,334666,349554,372087,396631,417753,440363,471660,494861,517952,536287,559195,581509,605087,627981,660154,683002,705218,728358,750735,774172,785177,132446,126060
946,112878,120943,143599,166439,189716,212459,243845,266112,289013,311980,334566,349419,371814,395976,417744,440172,472185,494994,517577,536340,559119,581712,604906,628310,659933,682588,705445,728376,750968,773494,784692,132170,126367
947,112857,120884,143768,166636,189366,212481,244678,265997,288776,311892,334827,349428,371876,394780,417503,440072,472173,494545,517293,536389,559125,581837,604939,628126,659754,682392,705605,728477,750934,772445,False,132238,126224
948,112872,120986,143774,166653,189699,212483,244442,False,288906,311674,334755,349526,371993,393461,417635,439843,472698,494303,516785,536795,559050,False,605236,628052,659937,682046,705566,728118,751122,772296,785103,132632,126130
949,112717,120920,143662,166791,189641,212517,243558,266375,289217,311564,334522,349194,372004,393352,417523,440000,472974,494171,516994,537419,559429,581816,604961,627621,659486,682375,705594,728365,750806,772707,784765,132379,126270
950,False,120905,143906,166466,189570,212274,242831,266186,289281,311955,334630,349240,372396,393529,417704,440083,472398,494286,517425,537414,559699,581627,604857,627627,659763,682758,705361,728473,750538,773256,784934,132447,126067
951,112969,121089,143633,166666,189795,212253,243367,266130,289315,311899,334369,349154,372287,394461,417820,440338,472068,494873,517267,537634,560063,581767,604838,627778,False,682856,705514,728242,False,774508,784579,132264,126253
952,112709,120810,143797,166598,189398,212209,244223,266549,288749,312089,334576,349115,372332,395671,417645,440525,471618,494920,517564,537360,559944,581939,604924,627878,-8118017,682981,705644,728323,-4768033,774860,784706,132255,126051
953,112764,120954,143734,166382,189567,212269,244461,266485,288722,312036,334822,349297,372221,396255,417854,False,471602,494899,517680,536933,559344,582740,605023,628262,659440,682618,705461,728107,376576,774611,785068,132458,126065
954,112902,121070,143679,166551,189699,212348,244341,266491,288782,311647,334677,349138,371828,396655,417534,440448,472088,494906,517750,536665,559205,582993,604950,628193,659890,682406,705431,728438,750534,774220,785142,132228,126108
955,112585,121066,143737,166330,189589,211990,243322,266335,288763,311867,334826,349342,371950,395857,417403,440287,472104,494499,517783,536387,558920,582609,605291,628202,659914,682367,705146,728366,750946,773075,785337,132551,125967
956,112667,121368,143500,166601,189703,212429,243025,266204,289149,311625,334645,349396,371868,394719,417378,440069,False,494558,517327,536756,559095,582448,605009,628000,660168,682194,705160,728240,751013,False,785057,132482,126302
957,112510,120961,143865,166788,189342,212593,243567,266543,289129,311935,334751,349259,372169,393661,417411,439661,471912,494587,517173,536813,559293,581742,604676,627830,660016,682466,705458,728388,750934,772875,784873,132507,126295
958,112692,121200,143866,166530,189501,False,244226,266285,289096,312118,334633,349415,372546,392946,417977,440011,471710,494551,516990,537161,559377,581857,604850,627849,659807,682272,705622,727939,750828,773850,784842,132467,126403
959,112853,121219,143927,False,189695,212257,244665,266441,288774,311784,334502,349211,372464,393670,418203,440071,472094,494581,517126,537624,False,581595,604687,627475,659898,682475,705798,728207,750623,774326,784643,132344,126281
960,112611,120996,144085,666407,189647,212363,243952,266372,288696,311930,334756,349284,False,394711,418113,440356,472432,494482,517227,537297,2239371,581581,605188,627628,659507,682470,705441,728217,750833,774828,785071,False,126150
961,112850,121109,143892,84016,189808,212311,243468,266193,289157,311601,334545,349281,-4858273,395897,417942,440744,472481,494878,517229,537342,280535,582334,605204,627972,659683,682275,705577,728377,750204,774337,785047,132535,126292
962,112603,120921,144053,166609,189561,212230,243175,266233,289096,311634,334807,349118,372100,396639,417202,440359,472557,494910,517636,536844,559605,582522,604786,628138,659699,682464,705723,728611,750507,773860,785148,132322,126065
963,112833,121035,143894,166981,189609,212588,243339,266024,289315,312070,334770,349392,372011,396221,417056,440277,472245,494746,517575,536564,559737,582851,604924,628744,659783,682229,705673,728317,750538,773403,785222,132578,126210
964,112855,121124,143652,166817,189479,212383,244383,266436,289151,311877,334651,349416,371898,395403,417125,439822,472262,494716,517600,536543,559397,582631,604849,False,659982,682373,705959,728382,750531,False,False,132387,126305
965,112613,121053,143789,166549,189432,212391,244253,266695,288783,312032,334860,349529,371543,394280,417516,439809,472250,494418,517543,536294,559241,582247,605130,628174,659715,682313,705778,728104,751179,773599,785052,132341,126127
966,112770,121250,143646,166716,189646,212271,243900,266503,289118,311835,False,349411,372143,393545,417998,440055,472256,494447,517151,536819,559144,581987,605059,628312,659698,682323,705656,728080,750929,773820,785142,132581,126367
967,112615,121045,143824,166438,189506,212077,243549,266328,289140,311737,7180287,349230,372302,393525,418165,440183,472257,494388,517279,537182,558925,581340,605136,628046,659718,682583,705368,728426,750952,773239,784883,132433,126059
968,112622,121101,143837,166618,189781,212416,243625,265909,289010,311884,334404,349351,372475,394025,418247,440685,471626,494520,516952,537422,559189,581647,605517,627898,659677,682394,704828,728320,750643,772953,785125,132787,126167
969,112835,121060,143814,166569,189583,212306,244122,266233,289158,311798,334390,349177,372540,395113,417774,440375,471815,494765,516968,537497,559333,582071,604990,628063,659732,682600,705033,728472,750252,773117,784951,132431,126402
970,112762,121041,143914,166592,False,212364,244081,266459,288988,312090,334404,349422,372065,395960,417218,440327,471839,494712,517277,268421,559462,582120,605005,627714,659515,False,705212,728313,750657,773402,784668,132296,126202
971,112765,False,143794,166792,189460,212314,244303,266486,289085,311889,334805,349461,371999,396347,417090,440108,472100,494913,517143,-1,559950,582462,604942,627741,659935,682527,705587,728271,750551,773829,784993,132612,False
972,112553,6258687,143912,166617,189522,212141,244028,266685,288911,311819,334517,349610,371566,396313,416890,439629,472986,494594,517437,536939,559937,582560,604715,627675,659885,682418,705811,728505,750895,False,784893,132265,-1015809
973,112711,120796,143813,166681,189595,212608,243450,266282,288935,311982,334518,349783,371581,395225,417391,439838,473130,494528,517499,536648,559758,582517,605032,627885,659934,682567,705556,728319,751023,773612,785210,132335,126392
974,112905,120968,143904,False,189749,212407,243604,266119,289217,311815,334610,349513,371950,394324,417744,439805,472922,494735,517640,536454,559172,582306,605087,628235,660168,682641,705939,728478,750900,773715,785172,132362,126529
975,112751,121061,143949,166550,189859,False,243757,266197,289177,311943,334425,349410,False,393255,418214,440039,472088,494470,517704,536858,False,581922,605265,628119,660045,682600,705729,False,751035,773788,785061,132274,126535
