,0.0 g,72.65 g,269.84 g,470.02 g,669.36 g,870.88 g,1070.5 g,1347.91 g,1549.41 g,1748.85 g,1945.82 g,2145.44 g,2272.46 g,2469.43 g,2668.86 g,2870.37 g,3069.99 g,3350.48 g,3549.81 g,3749.24 g,3946.21 g,4145.83 g,4315.0 g,4511.98 g,4713.46 g,4813.52 g,4992.03 g,5193.54 g,5390.52 g,5589.85 g
526,230213,238484,260595,283117,305794,328704,351548,383220,405702,428520,450830,473630,487754,510019,532865,555822,577962,610248,632391,655363,16781,700248,719495,741614,764027,775992,795516,819098,841231,863850
527,230089,238495,260690,283001,306019,328677,351419,383139,405990,428516,451073,473390,487810,510151,532851,555504,578001,610401,632393,655164,677420,700200,FALSE,741591,764307,776265,795390,819115,841287,863974
528,230079,238378,260681,282937,305831,328995,351538,383014,405986,428432,450871,473574,487719,510073,532904,555480,578176,610088,632184,655250,677355,700057,719616,741811,764411,776383,795791,819191,841323,863752
529,230267,238376,260664,283072,305753,328861,351463,382865,405977,428285,450594,473419,487857,510234,532823,555423,578419,609814,632233,655105,677495,700273,719278,741742,764660,776164,796239,819007,841415,863683
530,230110,238069,260736,283117,305745,328892,351468,382861,405672,428370,450750,473292,487953,510393,532504,555257,578316,609639,632480,654985,677682,700333,718965,741777,764648,775786,796538,818681,841231,863806
531,230185,238134,260543,283194,305833,328836,351655,383047,405662,428256,450786,473310,487906,510219,532623,555636,578388,609570,632514,655269,677693,700314,718580,741663,764781,775680,796868,818683,841176,863785
532,FALSE,238330,260476,283387,305921,328884,351440,383081,405780,428387,450998,473355,487755,510252,532541,555776,578378,609964,633012,655194,677699,700554,718949,741720,764625,775488,796595,818729,841345,863829
533,230092,238222,260674,283185,305671,328691,351474,383155,405659,428419,FALSE,473801,487430,509984,532744,555850,577971,FALSE,632913,FALSE,677473,700196,719446,741901,764366,775499,796241,818884,841155,863883
534,230010,238281,260598,FALSE,305951,FALSE,351470,383155,405963,428305,2154495,473592,487691,510030,533041,555819,578006,610484,632441,1310525,677290,700182,719541,741673,764424,775882,795889,818966,841214,863743
535,230135,238299,260831,4194303,305889,328746,351412,382997,405995,428484,450960,473336,487862,510081,533001,555589,578197,610164,632431,16671,677093,700067,719766,741739,764116,776008,795410,818851,841068,863741
536,230201,238283,260679,282987,305767,328649,351660,382895,405691,428504,450828,473406,487742,509939,533058,555580,578334,609846,632183,655188,677125,700047,719778,741769,764003,776285,795494,819024,840982,863511
537,230003,238565,260713,282974,306101,328602,351612,382632,405704,428329,450523,473281,487798,509904,532744,555521,578370,609575,632430,655092,677507,700223,719560,741643,764148,776240,795814,818912,841439,863640
538,230119,238340,260769,283157,305918,328775,351519,382842,405691,428520,450435,473366,487677,510066,532592,555552,578211,609586,632676,655111,677709,700066,719247,741622,764468,776198,796353,818909,841201,863966
539,229899,238350,260504,283077,305828,328780,351446,383157,405868,428545,450859,473502,487800,510474,532734,555579,578386,609909,632809,655135,FALSE,700252,718823,741595,FALSE,776025,796639,819003,840928,863851
540,229997,238290,260592,FALSE,305872,328700,351266,382998,405947,428633,450795,473447,487895,510540,532694,555525,578311,610058,633278,655378,677517,700364,718669,741769,764576,775471,796435,818737,840971,864066
541,230092,238167,260448,566551,305646,328750,351411,383091,405836,428447,450959,473656,487859,510093,532755,555869,578237,610534,633048,655438,677353,700158,718825,742067,764505,775433,796423,818884,840855,864043
542,230058,238336,260423,16648,305775,328502,351387,382991,405805,428315,450988,473399,488003,510090,532775,555801,578232,610508,632632,655267,677146,700317,719266,741867,764298,775666,796193,818724,841204,863823
543,230101,238176,260593,283248,305841,328651,351366,382900,405550,FALSE,450722,473323,FALSE,510113,532828,555419,578033,610147,632304,655361,677160,700067,719815,741781,764282,776036,795811,818667,841057,863770
544,230012,238152,260588,283235,305989,328983,351494,383114,405666,-3407873,450674,473487,487700,510127,532880,555439,FALSE,609956,632078,655133,677446,700148,719830,741548,764346,776528,795640,819055,841087,863496
545,230114,238184,260572,283388,305883,328742,351359,383126,405972,428416,450617,473453,487673,510266,532676,555497,4625799,609550,632384,655131,677447,700345,719777,741522,764516,776472,795681,818893,841310,FALSE
546,FALSE,238105,260674,283205,305772,328740,351569,383224,405973,428507,450744,473674,487994,510226,532766,555649,578215,609508,632632,655087,677823,700084,719558,741650,764749,776297,795938,819101,841329,FALSE
547,230047,238250,260812,283173,305991,328760,351537,383047,406103,428651,450975,473577,487989,510166,532682,555488,578165,609709,632972,654859,678003,700262,719096,741484,764640,775896,796210,819148,841494,863708
548,229972,238310,260729,283164,305908,328863,351413,382699,405929,428406,450854,473492,487808,510267,532495,555418,578578,609905,633008,655044,677904,700288,718928,741545,764790,775281,796448,819014,841269,863861
549,230012,238327,260481,283113,305825,FALSE,351619,382791,405683,428434,450706,473313,488076,510271,532812,555775,578393,610417,632852,655190,677786,FALSE,718671,741620,764719,775367,796705,818961,841096,863977
550,230033,238453,260626,283430,305843,5262431,351375,382890,405585,428478,450631,473040,487819,510230,532666,555566,578335,610481,632826,655417,677359,FALSE,719019,741663,764554,775444,796386,818823,841081,863949
551,229981,238275,260661,283183,305782,164869,351263,383099,405552,428433,450790,473340,487755,510026,532697,555515,578332,610285,632454,655565,677188,700090,719543,741951,764600,775827,795957,818898,840964,864199
552,230216,238332,260468,283171,306037,328646,351481,383184,405802,428645,450917,473500,487771,509990,532971,555610,578036,610137,632032,655347,677079,700336,719725,741756,764359,776103,795822,818916,841131,863934
553,230060,238331,260642,283367,305938,328917,351485,382933,405826,428559,450655,473475,487640,510171,532896,555537,578075,609928,632331,655362,677262,700270,720098,741725,764278,FALSE,FALSE,819028,841272,863372
554,230012,238260,260521,283265,305845,328845,351508,382988,405706,428465,450765,473604,487870,510082,532918,555707,577910,609920,632451,655047,677639,700237,719927,741576,764488,776205,1191295,819291,841357,863465
555,230130,238327,260424,283258,306003,328705,351464,382982,405869,428436,450733,473302,487889,510379,532899,555591,578076,609703,632781,654684,677846,700137,719490,741230,764527,775923,796098,819116,841574,863668
556,230018,238099,260576,283316,305820,328815,351327,382770,405592,428630,450610,473359,487933,FALSE,532744,555586,578384,609680,633005,654851,677921,699962,719072,741518,764846,775649,796197,818929,841414,863891
557,230134,238284,260647,283362,305909,328657,351430,382929,405769,428742,450975,473467,487876,-6713345,532825,555770,578326,610167,632982,654806,677915,700278,718491,741683,764852,775396,796217,818913,841251,864194
558,230085,238418,260862,283556,305956,328653,351410,382753,405994,428522,450889,473342,487542,510220,532765,555597,578425,610195,633031,655026,677500,700333,FALSE,741932,764697,775557,796332,818724,840747,864129
559,229981,238279,260740,283293,FALSE,328734,351594,382896,405875,428450,450818,473531,487588,510169,532814,555716,578257,610192,632607,655491,677287,700245,-535809,742139,764760,775639,796185,818862,840753,864231
560,230173,238372,260605,283257,305946,328636,351523,383020,405820,428440,450767,473356,487434,509911,532885,555632,578084,610246,632495,655411,677273,700310,719223,741799,764614,776133,796316,818989,841132,863995
561,229870,238173,260561,283262,305867,328688,351320,382788,405623,428157,450602,473430,487552,509959,532749,555410,578218,610065,632393,655492,677352,700157,719546,741703,764860,776633,796073,818930,841160,863599
562,230019,238411,260417,283155,305911,328770,351560,383052,405631,428421,450805,473479,488024,510083,532786,555629,578014,610034,632120,655169,677659,700299,719834,741469,764244,776572,795728,819063,841328,863618
563,230129,238561,260415,283339,305800,328647,351585,382976,405707,428485,450845,473440,488176,510221,532772,555621,578093,609635,632640,654908,677610,700055,719730,741022,763571,776194,795840,818959,841707,863274
564,229837,238313,260647,FALSE,305963,328834,351591,382925,405641,428340,450878,473561,488291,510303,532751,555747,578240,609590,632788,654810,677841,699994,719581,741189,763538,775703,795971,819203,841574,863501
565,230070,238341,260616,-1,305877,328622,351417,382965,405945,428381,450867,473403,487836,510131,532644,555610,578218,609939,632770,654806,678037,700164,719212,741440,763671,775057,796269,819092,841727,863972
566,230006,238166,260745,283243,305760,328610,351358,382817,406043,428308,450555,473358,487537,510321,532607,555509,578410,610039,632945,655233,677584,700237,718831,741828,764958,775056,796346,818887,841500,863958
567,230043,238233,260630,283481,305921,328555,351666,382947,405838,428661,450599,473742,487557,510315,532855,555902,578232,610478,632827,655520,677379,700393,719024,742044,766255,775344,796040,818964,840999,864039
568,230081,238366,260599,283406,305794,328451,351593,382990,405720,428646,450805,473432,487524,510122,532848,555530,578230,610610,632802,655422,677378,700265,719119,742036,766213,776072,796169,818979,840943,863990
569,230016,238316,260655,283577,305956,328810,351647,382887,405635,428487,451041,473448,487789,510171,532962,555243,578397,610345,632432,655579,677316,700078,719185,742189,765866,776703,796038,819017,840831,863882
570,230316,238422,260572,283370,305857,328902,351597,383103,405827,428517,451115,473467,488060,510151,532963,555596,578188,610143,632406,655232,FALSE,700218,719558,741917,764842,776737,FALSE,818948,841005,863686
571,229995,238202,260663,283323,305892,328942,351407,382913,406033,428420,450908,473289,487963,510105,532801,555566,578019,609842,632587,654971,FALSE,700138,719511,741807,FALSE,776195,4698111,818735,841178,863320
572,230011,238186,260725,283283,305971,328900,351443,382942,405911,428450,450753,473517,488036,510087,532778,555559,578014,609817,632466,654923,677439,699938,719776,741504,-4562785,775473,795843,818970,841226,863356
573,230166,238352,260751,283121,305761,328814,351419,382948,405943,428497,450598,473493,487834,FALSE,532558,555389,578230,609881,632735,654885,677683,700172,719487,741278,384328,775110,795855,818991,841628,863486
574,230051,238157,260758,283219,305865,328869,351364,382896,405706,428500,450385,473529,487651,3964927,532597,555427,578462,609855,632815,655212,677779,700255,719095,741554,761569,775284,796245,818965,841486,863629
575,230194,238179,260583,283201,FALSE,328758,351451,383028,405725,428684,450819,473625,487636,510276,532898,555678,578212,610292,632616,655291,677675,700373,719186,741599,762461,775599,796217,819095,841406,864196
576,230219,FALSE,260633,283225,-4194305,328636,351275,382957,405883,428561,451240,473382,487561,510306,FALSE,555612,578187,610321,632771,655423,677645,700323,719075,741699,764478,776079,796090,818871,841475,864359
577,229989,FALSE,260679,283324,306005,328679,351300,FALSE,405855,428502,451129,473394,487738,510189,532690,555538,578064,610217,632603,655590,677257,700255,719202,741651,766661,776494,796208,818791,840998,864570
578,230075,238404,260713,283104,305972,328420,351414,382853,405913,428617,450911,473428,487922,510013,532924,555491,577894,610275,632524,655459,677318,700239,719451,741590,767671,776393,795976,818757,841012,864097
579,229993,238294,260828,283038,305870,328784,351361,383004,405658,428464,450716,473455,488053,509920,532968,555532,578073,609976,632558,655353,677490,700092,719435,741703,767421,776383,796050,818774,840959,863351
580,230020,238235,260556,283210,305909,328786,351597,382890,405586,428535,450832,473539,488031,510035,532891,555875,578224,609981,632322,654879,677555,700238,719410,741850,765648,776002,795884,818994,841176,863068
581,230203,238262,260632,283213,305933,328640,351404,382951,405859,428473,450824,FALSE,487778,510222,533133,555674,578472,609945,632416,654621,677762,FALSE,719079,742039,763382,775639,795620,818933,841439,863246
582,230060,238155,260621,283309,305742,328752,351240,383187,405914,428632,450935,473432,487773,510369,532905,555601,578284,FALSE,632349,654965,677687,2800143,FALSE,742204,761582,775250,795893,819000,841375,863541
583,230352,238291,260500,283070,305723,328659,351296,382901,FALSE,428620,451077,473713,487721,510524,532777,555698,578011,-2166785,632477,655201,677685,350824,719506,741669,761031,774807,796121,818884,841584,863660
584,230186,238120,260786,283182,305701,328758,351364,382858,405859,428409,450869,473520,487685,510417,532915,555524,578257,610012,632580,655505,677603,700277,719487,741253,762477,775291,796416,818757,841387,863801
585,230021,238306,260759,283330,305760,328877,351554,382927,405928,428501,450803,473361,487749,510241,532764,555850,578257,610066,632466,655649,677353,700472,719162,740866,764498,776003,796409,FALSE,840965,864120
586,230108,238504,260572,283052,305976,328603,351389,382978,406056,428594,450718,473430,487719,510235,532762,555765,578333,610295,632663,655463,677505,700108,718940,740732,FALSE,776556,795928,818910,841079,864100
587,229959,238285,260563,283156,305994,328647,FALSE,383207,405794,428531,450713,473507,487803,509990,532772,555746,578389,610324,632629,655276,677491,700203,719090,741308,-1285057,776761,795883,818969,841109,864045
588,230150,238286,260574,283063,306076,328860,351632,382980,405694,428627,451008,473691,487862,509946,532618,555736,578074,610177,632357,654982,677630,700347,719152,742009,767704,776246,795855,818852,841137,863925
589,230075,238349,260661,283206,306030,328735,351359,382870,405871,428443,450807,473622,487832,509830,532903,555726,578254,610061,632496,654826,677943,700101,719449,742608,767454,775681,795686,818983,841084,863476
590,229973,238343,260634,283270,305851,328852,351285,382884,405841,428439,450831,473387,487871,510090,532761,FALSE,578304,609839,632443,654880,677831,700163,719566,742719,765973,775115,795727,818823,841071,863293
591,230174,238374,FALSE,FALSE,305916,328695,351457,383072,405941,428461,450852,473294,487619,510389,532857,555588,578225,609850,632472,655145,677917,700083,FALSE,742132,763866,774890,795763,818807,841327,863213
592,230028,238173,2085279,566135,FALSE,328820,351307,383358,406052,428513,450668,473319,487897,510335,532752,555822,578309,609895,632656,655425,677717,700144,719136,741552,762142,775469,796162,818869,841136,863622
593,230083,238292,260735,16938,305797,328896,351423,383160,405886,FALSE,450936,473419,487981,510283,532647,555594,578170,609792,632609,FALSE,677212,700185,719376,740886,761837,775649,796327,818748,841083,FALSE
594,230089,238374,260550,283261,305835,328668,351564,383101,406034,857417,450841,473592,487783,510207,532915,555640,578268,610040,632990,-13697,677164,700287,719554,740281,762418,775931,796169,818947,841219,863528
595,230057,238185,260738,283146,305871,328662,351682,383021,405679,16621,450718,473419,487912,510114,532734,555654,578293,610128,632993,FALSE,677137,700430,719853,740292,764065,776430,796191,818804,841191,863408
596,230162,238311,260643,283275,305906,FALSE,351653,382872,405580,428536,450856,473359,487810,510045,532756,555481,578241,610085,632823,-8379841,677380,700231,719789,740862,765968,776422,795899,818800,FALSE,863659
597,FALSE,238221,260532,283362,305897,328865,351479,383180,405585,428543,450739,473042,487663,509875,532900,555700,578209,610240,632537,655508,677569,699939,719295,742205,767009,776250,795694,819082,-6291457,863833
598,3680639,238244,260689,283186,305765,328920,351479,383101,405609,428596,FALSE,473298,487792,510005,532773,555458,578002,609931,632167,655210,677429,700054,719123,743270,767249,775936,795734,818755,841403,863941
599,115533,238468,260657,283263,305790,328702,351493,382873,FALSE,428252,450755,473667,487798,510362,532996,555667,578260,609880,632276,655089,677782,699955,718617,743323,765997,775588,795700,818815,841389,864042
600,229960,238247,260669,283248,305696,328807,351556,383081,3293695,428281,450852,473452,487960,510375,532869,555736,578334,609875,632458,654568,677764,700226,718710,742966,764714,775241,796285,818964,841580,863924
601,230081,238228,260658,283456,305885,328672,351623,382876,405980,428394,450879,473528,487949,510323,532812,555548,578236,609850,632979,654562,677618,700291,719089,741740,765206,775291,796248,818791,841460,863934
602,230089,238184,260509,283499,306208,328626,351462,382846,405795,428615,450895,473384,487735,509944,532829,555733,578509,609999,633314,655119,677477,700239,719594,740367,765382,775907,796356,819018,841427,863858
603,230252,238318,260698,283298,306024,328791,351431,383010,405690,428763,450893,473298,487758,509810,532604,555693,578331,610076,633020,655339,677087,700432,720034,739617,764858,776224,796506,818983,841013,863616
604,230166,238451,260660,283270,305891,328690,351523,382990,405471,428456,450869,473474,487684,509981,532737,555665,578195,610356,632934,655566,677296,700274,719952,740030,764457,776563,796121,818750,840540,863542
605,230153,238372,260614,283244,305845,328662,351338,383220,405556,428325,450718,473449,487772,509958,532721,555643,578026,610373,632583,655669,677638,700160,719614,741686,764049,776698,FALSE,818961,840740,863374
606,230230,238382,260764,282990,305684,328590,351472,382931,405673,428237,450604,473517,487925,510225,532747,555427,577916,610108,632114,655294,677770,700154,719292,743105,763864,776132,-4040881,818942,841059,863704
607,229982,238272,260522,283174,305802,328688,351466,FALSE,405799,428333,450628,473626,487983,510361,533050,555554,578301,609929,632172,654990,678013,700207,718863,743701,764249,775400,398911,819027,841502,863819
608,230172,238136,260496,283152,305883,328718,351487,382771,405930,428704,450808,473431,487977,FALSE,532994,555566,578206,609857,632461,654770,677737,700413,718680,743666,764582,774749,795984,818970,841649,863671
609,230247,238405,260555,283286,305953,328589,351622,382666,405617,428654,450855,473477,487870,510362,532867,555483,578238,609884,632791,655020,677683,700243,718672,742569,764997,774874,795722,818941,841577,863883
610,230026,238398,260583,283406,305805,328770,351454,383054,405828,428603,450824,473383,487884,509932,532733,555850,578487,609944,633029,655130,677464,700068,718847,741236,765049,775893,795861,818913,841288,863860
611,230122,238381,260667,283312,305683,FALSE,351542,383191,405779,428497,450985,473426,487844,509817,532561,555864,578145,610003,632956,655158,677244,700206,719641,739930,764662,776479,795955,818878,841059,864019
612,229956,238370,260611,283375,305919,328808,351550,383128,405642,428184,450820,473361,487661,509908,532659,555779,577994,610481,632929,655645,677492,700202,719838,739228,764524,776787,796260,818956,840892,864115
613,FALSE,238262,260897,283382,305936,328754,351547,383162,405928,428338,450856,473425,487892,510064,532683,555784,578007,610330,632595,655743,677571,700336,719892,739855,764082,776477,796354,818820,FALSE,863773
614,920363,238455,260796,283325,305923,328819,351592,382810,405828,428528,450706,FALSE,487800,510304,532878,555437,577940,610026,631993,655416,677600,700295,719766,741266,764001,775994,796308,818518,841315,863706
615,115469,238284,260501,283351,305996,328579,351415,382881,FALSE,428719,450808,473739,487493,510225,533066,555460,578269,FALSE,631984,655055,677777,700064,719218,742971,764285,775790,796236,818852,841612,863462
616,230149,238232,260645,283323,305795,328819,351332,382936,405533,428702,450876,473549,487831,510221,532886,555481,578202,609969,632159,654682,677899,700135,718980,743963,764749,775355,795907,818976,841529,863461
617,230070,238321,260521,283427,305913,328646,351545,382962,405873,428348,450774,473565,487855,510145,532853,555616,578216,609816,632608,654805,677862,700215,718631,743939,765473,775350,795884,818888,841429,863628
618,230200,238200,260518,283344,305909,328574,351517,383098,405946,428212,450810,473363,488090,509918,532711,556008,578240,610089,633153,654938,677597,700502,718785,743135,765807,775654,796018,818934,841108,863716
619,230007,238543,260717,283255,305750,328812,351639,382965,405953,428286,450652,473189,488105,510071,532513,555844,578198,FALSE,633390,655112,677324,700344,719352,741171,765387,775777,795706,818783,841049,863918
620,230139,238301,260542,283481,306012,328851,351437,382992,405881,428416,450633,473280,487815,510075,532636,555699,578299,609965,633264,655595,677255,700083,719671,739587,764759,776315,795870,818937,840945,863960
621,230211,238029,260637,283318,305962,328772,351397,382981,405552,428735,450665,473298,487830,510105,532623,555357,578177,609914,632585,655528,677136,700444,719967,739345,763801,776498,796001,818838,840674,863976
622,229993,238437,260707,283399,FALSE,328777,351602,382833,405584,428662,450701,473455,487760,510330,532715,555384,578086,609756,631959,655465,677460,700253,719915,740011,762941,776492,796152,818850,841154,864027
623,230081,238319,260638,283433,-655361,328705,351531,383152,405501,428525,450953,473392,487642,510240,532957,555736,578303,609988,631943,655407,677737,699965,719748,741615,762783,776046,796591,819001,841349,FALSE
624,230026,238365,260714,283250,305795,328881,351472,382927,405731,FALSE,450830,473172,487843,510383,532944,555572,578299,610295,632133,655049,677918,700113,719623,742957,763093,775461,796364,818836,841327,863597
625,230167,238377,260555,283431,305921,328617,351294,383071,406051,856717,450626,473243,487736,510353,533059,555732,578243,610218,632756,654984,678113,700175,719030,743708,764457,775130,796310,818976,841534,863349
626,230262,238236,260624,283331,306006,FALSE,351176,382950,405919,16987,450727,473330,487813,510103,532748,555754,578275,610190,633029,654948,677829,700296,718890,743649,765888,775222,796084,818838,841349,863623
627,230071,238471,260611,283262,305990,3932159,351379,382847,405824,428379,450603,473449,487839,510144,532616,555491,578343,610065,633206,655238,677617,FALSE,718999,742429,766928,775531,795756,818771,841386,863932
628,230168,238416,260595,283408,306039,328720,351262,383136,405771,428573,450913,473701,487736,509836,532728,555573,578524,609926,633122,FALSE,677172,700169,719107,741087,766900,776277,795697,819261,841066,864042
629,230193,238399,260669,283384,306043,328624,351241,383038,405635,428427,451059,473466,487692,509990,532794,555489,578288,609964,632624,265215,676990,699995,719578,740008,765240,776427,795685,819133,840911,864085
630,230067,238348,260633,283354,305941,328886,351495,383027,405971,428367,450829,473410,487511,510218,532837,555413,578373,609975,632607,655627,677398,700163,719842,739675,763458,776380,796097,819112,841241,863945
631,230277,238158,260632,283393,305876,328846,351293,382979,FALSE,428428,450842,473554,487724,510192,532721,555713,578241,610179,632296,655743,677670,700186,719997,740397,762225,776293,796136,819010,841124,863807
632,230152,238314,260535,283164,305775,328603,351485,382723,405860,428346,450667,473527,487829,510442,532718,555582,578032,610318,632178,655285,677863,700036,719819,741340,761992,775866,796129,818906,841387,863604
633,230165,238164,260551,283217,305674,328656,351356,382982,405765,428468,450739,473554,487794,510167,532916,555584,578161,610243,632624,654877,678238,700207,719149,742712,763215,775797,796444,819046,841591,863591
634,230235,FALSE,260713,283164,305880,328617,351341,383150,405440,428349,450833,473445,487998,510030,532963,555664,578163,610153,632619,654934,678047,700187,718860,743579,764915,775536,796338,818954,841582,863823
635,229916,238378,260543,283303,305972,328675,351598,383143,405513,428232,451022,473479,487909,510091,532977,555612,578321,609937,633031,654978,677662,700321,718364,743318,766537,775564,796306,818931,841473,863540
636,230080,238451,260697,283383,306123,328724,351458,383276,405784,428326,450971,473379,487964,510054,532753,555715,578511,609878,633057,655052,677352,700476,718421,742585,767232,775867,796191,819075,840927,863636
637,229946,238250,260729,283226,306121,328778,351538,383041,405845,428359,450672,473305,488025,510297,532485,555486,578300,609866,632879,655260,677091,700179,719003,741110,766416,775978,795745,818908,840873,863877
638,230015,238371,260481,FALSE,305725,328799,351402,382907,406108,428529,450559,473372,487812,510170,532602,555590,578391,609926,632924,655334,677235,700230,719365,740130,764977,776252,795620,818857,841018,864047
639,230039,238340,260879,283224,FALSE,328687,351276,383017,406007,428558,450703,473360,487759,510101,532661,555586,578268,610256,632309,655445,677124,700162,719899,739843,763289,776411,795590,818885,841004,863972
640,230098,238297,260876,283137,305857,328760,351563,383079,405899,428582,450754,473318,487676,510416,532810,555534,578160,610133,632134,655171,677564,700078,720009,740184,762161,776104,795852,818883,FALSE,863582
641,230409,238476,260553,283379,305796,328906,351546,383200,405779,428546,451029,473353,487784,FALSE,532898,555797,578266,609986,632336,655304,678006,700086,719838,741511,FALSE,775873,796324,819149,1682473,863577
642,230224,238274,260609,283258,305926,328713,351556,383146,405528,428786,450887,473324,487825,510119,532785,555616,577990,610091,632195,655137,678219,699969,719659,742823,764283,775613,796436,818898,16678,863659
643,230011,238359,260443,283179,305826,328800,351504,383195,405793,428762,450714,473501,487833,509897,532864,555727,577977,610012,632570,654873,678160,FALSE,718975,743417,763140,775597,796640,818953,841631,863554
644,230150,238312,260609,283357,305866,328937,351298,383080,405880,428447,450780,473436,488015,509992,532732,555702,578149,FALSE,632849,655104,677461,FALSE,718568,743240,762778,775777,796470,818941,841655,863724
645,230050,238143,260636,283106,306050,328709,351469,383052,405929,428291,450713,473488,487762,509932,532870,555515,578235,2440499,633069,FALSE,677042,700151,718454,742140,763072,775723,795825,818774,841535,863837
646,230090,238237,260577,283218,305848,328691,351317,383317,405835,428160,450813,473444,487546,510065,532951,555666,578367,FALSE,633032,2620531,676997,700216,718847,741211,764152,776100,795616,818829,841153,863974
647,230217,238136,260771,283140,305908,328628,351435,383171,405524,428349,450711,473207,487784,510340,532699,555689,578204,1222611,632434,328285,676882,700275,719631,740312,765421,776352,795385,818820,841104,864198
648,230110,238298,260694,282982,305943,328772,351697,382826,405734,428534,450651,473409,487809,510321,532741,555763,578232,305723,632150,655418,677416,700060,720031,739808,765774,776513,795583,818810,840808,864096
649,230144,FALSE,260798,283107,305770,328749,351626,383149,405867,428436,450940,473507,488016,510318,532835,555800,578150,610056,632135,655544,677978,700214,720164,740537,765814,776163,795835,818830,840621,864101
650,230030,238177,260710,282983,305758,328722,351615,383106,405818,428645,450758,473389,488093,509967,532733,555587,578026,610006,632471,655280,FALSE,700255,719920,741661,765122,775265,795942,818784,841026,863782
651,230151,238007,260385,283139,305633,328907,351383,382969,405955,428712,450588,473378,487955,509914,532855,555749,578268,609808,632846,655111,677447,700118,719415,742786,764383,775024,796330,818908,841185,863729
652,230058,238401,260698,283502,305820,328758,351488,382882,405746,428388,450740,473145,487912,510095,532686,555706,578401,609956,632791,654795,677872,700363,718928,743434,763966,775242,796442,818864,841392,863846
653,230009,238279,260561,283488,305994,328763,351705,382895,405723,428494,450673,473385,487613,509964,532835,555459,578318,609873,632960,654862,678038,700305,718565,743142,763328,FALSE,796371,818858,841673,863696
654,230211,238176,260557,283452,305921,328624,351331,382961,405688,428464,450922,473526,487625,510273,532834,FALSE,578416,609946,632888,655203,678072,700183,718703,742314,763261,FALSE,796056,818930,841606,863670
655,230065,238229,260615,283234,305797,328647,351413,382938,405576,428435,450985,473408,487852,510417,532820,555769,578259,610339,632556,655147,677608,700300,FALSE,740856,764134,776395,795797,818811,841602,863859
656,230132,238038,260620,283096,305726,328848,351335,383008,405866,428525,450779,473601,487800,510207,532745,555690,578145,610299,632427,655417,677379,700177,2113535,740003,764700,776636,795552,818934,841333,863764
657,230137,238312,260819,283255,305845,328704,FALSE,383002,405975,428460,450633,473405,487861,510081,532695,555527,578152,610238,632375,655546,677237,700289,719311,740068,765195,776473,795422,818856,841060,863954
658,230012,238250,260807,283075,306022,328629,351360,382860,406003,428637,450367,473350,487870,FALSE,532732,555581,578172,609969,632443,655361,677008,700085,719932,740899,765206,775902,795512,818904,840875,863925
659,230217,238300,260713,283161,305784,328742,351456,382965,405933,428455,450657,473377,487987,510058,532625,555528,578375,609816,632524,655428,677234,699979,720130,742042,764852,775347,796100,819006,840583,863769
660,230097,238349,FALSE,283140,305878,328629,351505,383023,405673,428216,450817,473159,487887,510079,532613,555640,578283,610105,632631,FALSE,677601,700101,719813,742899,764539,775390,796555,818906,840885,863743
661,230069,238249,1042995,283241,305948,328675,351322,383011,405735,428615,450777,473438,487563,510045,532968,555843,578293,610090,632759,655327,677979,700093,719404,743322,764092,775455,796642,818939,841233,863200
662,230278,238496,130735,283449,305925,328589,351435,383187,405729,428512,451057,473670,487508,510201,533034,555740,578357,610074,632805,655477,678099,700423,718869,743139,763980,775725,796371,818934,841754,863404
663,230137,238344,260655,283221,305860,328553,351400,383012,405809,428502,450964,473664,487658,510337,532945,555713,578032,610165,632845,655249,677750,700463,FALSE,741967,764064,775974,796118,818750,842033,863616
664,230237,238174,260809,283105,305651,328590,351580,383035,406011,428679,450839,473584,487788,510285,532884,555586,578177,609863,632738,655106,677587,700216,FALSE,740554,764281,776076,795885,819092,841513,863668
665,230265,238444,260832,283157,305764,328616,351774,382998,405718,428655,450803,473164,488073,510338,532692,555688,578220,609880,632368,655148,677116,700398,2875771,739649,764892,776399,795587,819159,841192,864070
666,230245,238405,260611,283319,305816,328744,351539,382945,405642,428578,450616,473119,487980,510225,532892,555773,578237,609979,632191,654963,677119,700180,360273,739769,765013,776129,795595,818980,840936,864052
667,230236,238422,260564,283373,305874,328958,351423,383123,405770,428281,450868,473363,488014,510171,532862,555408,578238,609929,632138,655161,677435,700154,719960,740821,765225,775777,795968,818892,840714,864157
668,230084,238240,260457,283329,306048,328851,351340,382923,405778,428320,451045,473526,487975,510280,532702,555559,578236,610013,632263,655267,677365,700330,719801,742150,765174,775428,FALSE,818703,840829,864168
669,230105,238104,260601,283442,305791,328949,351479,382859,405985,428566,450868,473724,FALSE,510046,532707,555590,578265,609831,632573,655350,677461,700188,719742,743229,764430,775082,795469,818744,840808,864000
670,230057,238466,260681,283334,305762,328631,351713,382959,405939,428548,450912,473298,487928,510101,532753,555433,578107,610014,632697,655572,FALSE,700221,719528,743504,764037,775355,795248,818708,841206,FALSE
671,229944,238542,260640,283140,FALSE,328681,351404,382897,405788,428514,450860,473245,487807,510184,532916,555664,578064,609964,632974,655477,677510,700114,718927,742807,FALSE,775864,795696,818756,841659,863838
672,230195,238534,260723,283272,305898,328781,351548,FALSE,405704,428173,450806,473278,487612,510224,532911,555766,578157,609847,632946,655318,677677,700207,718728,741793,764180,776308,796355,818961,841563,863982
