,0.0 g,72.65 g,269.84 g,470.02 g,669.36 g,870.88 g,1070.5 g,1347.91 g,1549.41 g,1748.85 g,1945.82 g,2145.44 g,2272.46 g,2469.43 g,2668.86 g,2870.37 g,3069.99 g,3350.48 g,3549.81 g,3749.24 g,3946.21 g,4145.83 g,4315.0 g,4511.98 g,4713.46 g,4813.52 g,4992.03 g,5193.54 g,5390.52 g,5589.85 g
216,230171,238164,260650,283299,306033,328672,351472,382861,405846,428564,450719,473192,487733,509872,532776,555924,578174,609956,632671,655362,677591,700033,719472,741864,764665,776024,795957,819015,840975,863702
217,229958,238402,260668,283464,306010,328635,351382,382865,405852,428360,450951,473562,487674,509949,532805,555624,578252,609938,632815,655167,677670,699985,719805,739820,764389,775794,795978,819051,841189,863834
218,230030,238319,260540,283396,305826,328956,351168,382958,405799,428302,450833,473444,487706,510137,532809,555551,578073,610158,632457,655115,677434,700063,719700,738768,764496,776005,796049,818876,841325,863913
219,230124,238443,260698,283183,305902,328801,351525,383000,405807,FALSE,450907,473387,487765,510129,532812,555870,578178,610302,632288,654974,677566,700170,719698,739430,764530,776104,796398,818999,841445,863931
220,230044,238284,260699,283295,305946,328825,351465,383231,405595,428363,450873,473309,487770,510310,532511,555733,578163,610384,632599,655090,677523,700225,719247,740902,764348,776155,796196,819014,841628,863833
221,230265,238111,260659,283310,305836,328651,351443,383063,405693,428506,450653,473174,487895,510282,532688,555830,578045,610044,632706,655027,677407,700221,719046,743017,764438,775882,796276,818961,841126,863719
222,230165,238254,260738,283442,305933,328540,351418,383063,405829,428577,450885,473442,487691,510112,532871,555694,578177,609847,632798,655103,677701,700204,719136,744590,764370,775766,796205,818955,841155,863753
223,229966,238164,260750,283491,305890,328828,351329,382803,405675,428579,450841,473342,487655,510226,532798,555584,578142,609833,632620,655309,677740,700164,719088,744465,764507,775835,795993,818907,841114,863858
224,230114,238195,260689,283262,305963,328783,351376,382696,405827,428643,450836,473439,487866,510022,532854,555586,578285,609657,632402,655349,677728,700321,719386,743179,764682,775700,795981,818958,841080,864170
225,230168,238347,260669,283341,305779,328878,351329,383047,405678,428189,450729,473476,487651,509941,532748,555523,FALSE,610080,632599,655530,677632,700110,FALSE,741108,764622,775818,795834,818940,841079,864209
226,230320,238136,260684,283165,305761,329009,351337,383179,405729,428357,450649,473311,487818,509923,532697,555803,578215,610191,632516,655285,677347,700027,719649,739440,764456,776093,796019,818810,841038,863958
227,230352,238422,260580,283297,305971,328798,351422,383121,405829,428547,450823,473345,487765,510075,532624,555805,578184,610113,632534,654951,677407,700001,719478,738964,764481,776060,796501,818989,841255,863695
228,230101,238357,260661,283424,305857,328680,351275,382912,405704,428711,450647,473142,487701,510383,532725,555578,578176,610225,632781,655053,677367,699883,719175,739768,764555,776020,796378,818976,841492,863614
229,230104,238281,260529,283317,305775,FALSE,351361,382804,405801,428688,450879,473506,487929,510202,532920,555703,578128,609971,632688,655029,677510,700071,719056,741718,764677,775945,796398,819053,841566,863605
230,230012,238365,260511,283528,305717,-2097153,351395,383158,405644,428519,451057,473766,487741,510126,532881,555622,578320,609993,632754,655246,677723,700242,719120,743512,764533,FALSE,796109,818872,841748,863441
231,229933,238253,260810,283333,305704,328762,351450,383393,405628,428462,450833,473386,487816,510026,532864,555789,578117,609940,632843,655383,677760,FALSE,719197,744384,764626,775852,795768,818614,841430,863794
232,230104,238304,260672,283195,305965,328976,351514,383308,405889,428353,450823,473367,487872,509797,532800,555790,578225,609720,632913,655297,677847,700120,719263,743962,764576,775866,796100,818658,841212,863902
233,230050,238168,260608,283296,305834,328759,351321,383107,405749,428229,450744,473204,487552,509980,532747,555583,578335,609989,632933,655314,FALSE,700074,719383,742508,764314,775850,796031,818671,841173,863916
234,230144,238241,260681,283240,305741,328850,FALSE,382902,406005,428491,450701,473404,487825,510082,532754,555551,578202,610056,632603,655070,677554,700127,719670,740803,764448,776081,FALSE,818846,841037,863887
235,230219,238413,260527,283286,306046,328923,702685,383107,405825,428582,451006,473661,487828,510149,532667,555414,578230,610193,632508,655168,677535,700080,719653,739566,764236,775848,796064,819004,841265,863845
236,230059,238340,260545,283386,305878,328772,16685,382930,405601,428503,450878,473427,487671,510450,532832,555623,578094,610182,632491,655329,677905,700241,719429,739233,764452,775602,796262,818901,841289,863975
237,229978,238242,260484,283317,305979,328873,351672,382972,405779,428588,FALSE,473472,487695,510320,532907,555717,578141,609926,632562,655012,677641,700132,719090,740196,764681,775746,796129,819166,841351,863865
238,230045,238271,260613,283420,305822,328820,351342,383188,405719,428393,450729,473411,487660,510188,532855,555486,578394,609899,632739,655225,677573,700302,718726,741734,764646,775828,796301,818774,841690,863787
239,230254,238130,260759,283383,305870,328756,351513,382971,405722,428448,450918,473175,487888,510092,532994,555772,578396,609757,632714,655413,677400,700327,719118,743467,764821,775990,796253,818640,841154,863808
240,230082,238311,260748,283274,305987,328612,351548,382867,405729,428449,450910,473414,487943,509823,532980,555588,578471,609754,633078,655300,677305,700223,719525,744123,764730,776080,795841,818861,840956,863897
241,230072,238299,260728,283191,305795,328572,351565,382883,405500,428409,450957,473356,487710,509974,532857,555378,FALSE,609919,633025,655254,677536,700204,719573,743421,764597,FALSE,796000,818520,841120,864166
242,230366,238184,260635,283269,305840,328752,FALSE,382743,405668,428515,451017,FALSE,487755,509989,532910,555426,578422,610047,632616,655079,677532,700101,719966,741966,764535,775731,795999,818751,841014,864317
243,230134,238364,260603,283464,305832,328670,8093695,382871,405794,428313,450787,-1048577,487770,510215,532569,555448,578372,610247,632599,655110,677558,700186,719570,740360,764245,775865,796159,818829,841117,864216
244,230234,238335,260641,283274,305622,328642,351327,383059,405936,428521,450651,473557,487944,510338,532589,555759,578437,610253,632361,655244,677627,700298,719352,739578,764286,775875,796177,818840,FALSE,864046
245,230292,238229,260424,283225,305848,328977,351591,383060,405898,428616,450537,473420,488045,509988,532708,555875,578349,610258,632464,655338,677396,700095,719162,739938,764451,775767,795892,818982,841537,863711
246,229993,238234,260658,283094,305910,FALSE,351454,383205,405830,428431,450596,473492,487760,510049,532828,555766,577988,610191,632706,655432,677436,700243,719002,740965,764649,775899,795899,818990,841319,863247
247,230174,238420,260636,FALSE,305963,328732,351359,383088,405939,428581,450836,473393,487863,510047,532971,555863,578228,609813,632704,655282,677419,700237,719123,742485,764965,775777,795890,819114,841398,863343
248,230071,238351,FALSE,2264367,305902,328831,351565,382923,405707,428299,450653,473386,487849,510080,532693,555790,578273,609662,633035,655395,677655,700185,719059,743402,764809,775786,795979,818937,841327,863557
249,230073,238346,4168991,283523,305719,328571,351381,383062,405534,428356,450855,473501,487836,510313,532751,555730,578347,609620,632943,655246,FALSE,700119,719346,743520,764609,775944,FALSE,818614,841172,863864
250,230229,238236,130807,283425,305912,328966,351388,383014,FALSE,428600,451011,473382,487864,510210,532767,555756,578364,609636,632824,FALSE,677517,699972,719529,742995,764453,775836,795925,818737,841133,863959
251,230164,238097,260783,283222,305994,328817,351487,383047,405998,428564,450806,473619,487700,510235,532690,555573,578148,609992,632618,1310107,677595,700015,719586,741823,764207,776169,795840,818778,840940,863902
252,230172,238447,260556,283446,305900,328639,351290,383028,405726,428617,450805,473597,487721,509965,532898,555695,578242,610018,632295,16754,677597,700221,720097,740698,764344,775884,795875,818911,841141,863938
253,230145,238246,260661,283129,305913,328718,351474,382812,405797,428384,450704,473350,487578,509810,532840,555581,578008,610182,632425,655113,677524,700178,720010,740045,764420,775527,796100,819154,841361,863534
254,230161,238297,260691,283239,305826,328553,351346,382999,405620,428318,450817,473469,487615,510063,532820,555508,578072,610257,632305,655180,677703,700188,719592,740062,764453,775823,796280,818984,841477,863756
255,230100,238318,260388,283385,305869,328604,351331,382861,405538,428394,450883,473343,487908,510200,532885,555583,578301,609919,632392,655448,677668,700109,719011,741076,764680,775602,796192,819047,841564,863936
256,229967,238428,260612,283205,305640,328774,351428,382846,405907,428539,450638,473424,487829,510326,532708,555568,578136,609822,632855,655551,677449,700258,718600,742084,764609,775956,795927,818856,841180,863762
257,230171,238273,260816,283403,305612,328662,351380,383021,405913,428674,450629,473577,487828,510069,532850,555750,578333,609694,633013,655201,677461,700154,719000,742990,764754,775952,795777,818627,841345,863804
258,230135,238208,260654,283115,305913,328745,351621,382976,406049,428698,450737,473236,487897,510040,532756,555671,578466,609602,632926,655232,677313,699961,719382,743265,764551,FALSE,795844,818677,841189,863625
259,229995,238475,260801,283006,305909,328913,351459,383205,405897,428549,451042,473376,487817,510237,532705,555401,578306,609915,632623,654913,677425,700239,719718,742509,764403,776010,795901,818694,840939,863755
260,230232,238305,260785,283177,305896,328896,FALSE,383067,405675,428575,451101,473587,487895,510067,532751,555467,578351,609899,632428,654824,677625,700205,719875,741626,764360,775949,795937,818932,841161,863808
261,230220,238349,260720,283149,305886,328761,-1875969,382816,405792,428185,450775,473530,487734,509861,532641,555523,578134,610210,632535,655006,677586,700148,719590,FALSE,764075,775824,796151,819008,841178,863833
262,230189,238427,260498,283332,305811,328836,351520,382881,405883,428277,450749,473521,487809,510081,532812,555686,578157,610417,632458,655050,677659,700198,719551,6561791,764458,775578,796103,818973,841342,863930
263,230090,238459,260402,283296,305967,328984,351268,382925,406101,428517,450551,473249,487883,510136,532885,555811,578171,610251,632611,655374,677532,699934,719231,740147,764449,775784,796135,819012,841247,863625
264,230013,238426,FALSE,FALSE,FALSE,328767,351438,383099,406137,428433,450573,473342,487773,510323,532674,555720,577961,610048,632856,655381,677481,700167,718999,740557,764458,775754,796070,818759,841064,863621
265,230169,238196,260573,-6111233,-5058561,328647,351484,383103,406013,428707,450891,473262,487943,510287,532920,555763,578099,609884,632767,FALSE,677580,700297,719107,741143,764817,775793,795775,818722,841432,863700
266,230111,238198,260533,283332,305965,328511,351393,383010,405938,428405,450883,473248,487793,510151,532947,555617,578227,609750,632845,655343,677453,700208,718887,742120,764727,776015,795993,818931,841621,863710
267,230275,238227,260754,283152,305993,328643,351509,382975,405574,428405,450947,473486,487868,510100,532799,555489,578291,609715,632543,655546,677447,700269,719185,742808,764678,776039,795981,818910,841392,863973
268,230183,238254,260540,283234,305616,328795,351267,382895,405625,428463,450799,473469,487888,509801,532704,555633,578374,609735,632293,655494,677479,699910,719735,742978,764466,776123,795741,819024,841321,863921
269,229985,238483,260696,283272,305778,328838,351345,383100,405864,428453,FALSE,473429,487627,509828,532608,555574,578114,610103,632358,655327,677569,700019,719924,742716,764206,776123,795899,818880,841037,863967
270,230227,238330,260733,283054,305775,328952,351459,383273,405683,428592,450691,473224,FALSE,510007,532782,555542,578181,610047,632470,655145,677812,700256,720244,741613,764252,775983,796039,818933,841202,863836
271,230262,238338,260553,283072,305811,328781,351380,382988,405759,428675,450709,473182,7946239,510316,532575,555538,578377,609957,632615,654848,677664,700171,719674,741004,764362,776035,796321,819073,841375,863521
272,230225,238414,260663,282983,306052,328687,351681,382955,405834,428576,FALSE,473476,487960,510598,532840,555771,578338,609964,632561,655126,677557,700436,FALSE,740381,764476,775564,796220,818951,841314,863601
273,230278,238184,260785,283280,305836,328766,351414,382926,405684,428596,450923,473355,487946,510453,533052,556017,578413,609855,632608,655215,677527,700336,718651,740517,764558,775659,796175,819081,841594,863624
274,229913,238465,260702,283302,305923,328649,351335,383042,405627,428322,450736,473406,488003,510256,532704,555952,578394,610182,632723,655364,677298,700232,719130,741593,764727,775636,796401,818844,841462,863641
275,229994,238455,260660,283145,305873,328835,351365,383196,405657,428568,450773,473389,487741,510292,532725,555820,FALSE,610135,632589,655528,677480,700334,719593,742303,764920,775746,796124,818545,841183,863948
276,230172,238309,260569,283264,305769,328946,351353,382900,405772,428722,450679,473344,487732,509984,532658,555609,578327,609864,632632,655254,677590,700084,719806,742750,764745,776309,796151,818727,841298,863894
277,230175,238541,260726,283277,305945,328879,351490,383029,405812,428623,450774,473483,487763,510109,532492,555383,578252,609874,632723,655162,677580,700086,719903,742844,764402,776066,796161,FALSE,841233,864038
278,230295,238369,260707,283272,305852,328887,FALSE,382963,405606,428596,450897,473377,487768,510216,532592,555525,578082,609803,632437,654936,677577,700119,719700,742036,764207,776190,795783,818676,841440,864138
279,230049,FALSE,260565,283332,305796,328568,1405475,382852,405779,428316,450871,473457,487801,510224,532702,555495,578030,610157,632467,654794,677622,700086,719739,741336,763990,775962,795863,818723,841270,863842
280,230148,238275,FALSE,283072,FALSE,328673,176359,382990,405636,428132,451017,473730,487803,510344,532895,555638,578055,610240,FALSE,655047,677812,700146,719245,740805,764066,775802,795815,818703,841078,863815
281,230196,238468,260632,FALSE,2097151,328620,351521,382830,405765,428358,450796,473410,487814,510307,532863,556044,578324,610129,632392,654987,677652,699897,718780,740639,764418,775743,796056,818837,841306,863712
282,230064,238306,260673,2265175,305819,328435,351572,382923,405922,428556,450603,473323,487810,510427,532874,556055,578220,610414,632423,655177,677355,700049,718738,741155,764514,775609,FALSE,819020,841202,863640
283,230329,238304,260495,283065,305985,328642,351178,383036,405889,428812,450658,473401,487770,510409,533154,556040,578085,610100,632482,655245,677425,700085,718852,741693,764916,775896,5767167,819224,841237,863753
284,230273,238345,260704,283042,305858,328489,351364,382839,406099,428720,450597,FALSE,487815,510257,532771,555559,578307,609884,632650,655196,677285,700038,719368,742354,764878,776030,796486,819348,841184,863770
285,230036,238187,260710,283409,305971,328628,351593,382844,405861,428489,450699,FALSE,487708,510260,FALSE,555276,FALSE,FALSE,632671,655521,677621,700212,720003,742583,764700,776042,796804,818993,841191,863916
286,230096,238363,260505,283301,306048,328698,351481,382733,405654,428367,450690,473345,487645,510110,532534,555498,1156525,610271,632626,655406,677755,700106,720073,742264,764561,776032,796275,818864,841228,863959
287,230003,238180,260488,283363,305719,328750,351553,382800,405738,428342,450797,473377,487851,510042,532733,555476,16680,610106,632769,655306,677719,700253,719941,741991,764251,776073,795903,818760,841061,863970
288,230156,238184,260562,283389,305881,328925,351376,383091,405701,428553,450960,473380,487823,510149,532942,FALSE,577852,609765,632612,655180,677699,700282,FALSE,741377,764051,775874,795687,818513,841181,863941
289,230099,238391,260804,283290,305952,328670,351374,382895,405914,428569,450938,473251,488000,510113,533038,555752,578051,609618,632430,654854,677365,700146,719797,741082,763953,775797,795403,818675,841301,863657
290,230071,238134,260748,283537,305941,328637,351401,382996,405910,428452,450910,473355,487760,510153,533216,555931,578187,609875,632553,654974,677437,700114,720141,741049,764202,775634,795936,818897,841203,863679
291,230159,238202,260657,283302,305978,328822,351384,382966,405834,428482,450954,473471,487669,510171,532787,555708,578639,609819,632532,655127,677582,699952,719797,741284,764617,775658,796038,819093,841355,863764
292,229959,238306,260654,283303,305877,328574,351638,382809,405726,428314,450663,473374,487821,510311,532520,555698,578573,609967,632650,655251,677443,699939,719352,741921,764865,775841,796274,819315,841139,863846
293,229913,238206,260456,283499,305993,328732,351638,383009,405640,428252,450943,473288,487730,510490,532346,555792,578375,610176,632562,655400,677598,700081,719019,742087,765092,775646,796678,819129,841114,863893
294,229915,238236,260480,283243,305950,328773,FALSE,382877,405803,428462,450964,473103,487699,510429,532284,555619,578327,610105,632529,655289,677582,699931,718646,742233,764797,775992,796621,819223,841422,863863
295,229956,238185,260561,283415,305956,328720,-5520929,383002,405813,428547,451082,473277,487801,510422,532837,555550,577876,610321,632690,655411,677522,700154,718789,742314,764429,776050,796671,818819,841438,863949
296,230185,238255,FALSE,283180,305934,328698,351550,383048,405850,428775,451031,473283,487743,510036,532818,555626,577873,610207,FALSE,655224,677775,FALSE,719318,741723,764200,775949,796288,818497,841405,864135
297,230050,238393,260599,283137,305624,328533,351120,382872,405911,428511,450689,473227,487998,509983,532826,555752,577871,609878,7229439,655166,677558,700362,719712,741250,764078,775820,795955,818703,841132,863867
298,230109,238208,260659,FALSE,305826,328680,351272,383017,405773,428287,450663,473446,487825,510075,532982,555878,578086,609619,632745,655187,677709,700135,720007,740814,764253,775625,795661,818747,841060,863935
299,230128,238366,260584,283411,305860,328725,351367,FALSE,405740,FALSE,450594,473409,487773,510118,532567,555815,578579,609439,632626,655062,677638,700180,719663,740989,764460,775754,795386,819033,841354,863784
300,230050,238392,260729,283230,305912,328746,351373,382982,405832,428660,450609,473497,487953,510369,532608,555689,578600,609954,632576,655070,FALSE,700148,719397,741708,764647,775774,795716,819223,841057,863836
301,230210,238337,260600,283550,306013,FALSE,351566,383045,405681,428739,450852,473412,487759,510488,532649,555474,578691,610374,632623,654996,2709671,699994,719331,742209,764934,775841,795986,819004,841171,863909
302,230107,238450,260435,283393,305890,328721,351336,382996,405877,428559,450694,473193,487949,510198,532894,555470,578413,610367,632570,655030,339506,700130,FALSE,742532,764879,775839,796325,819239,841408,863667
303,230217,238299,260493,FALSE,305927,328537,351449,383130,406026,428495,450903,473474,487872,510115,533148,555695,578102,610588,632860,655292,677750,700087,719042,742303,764765,775709,796708,819266,841266,FALSE
304,230330,238468,260424,-3096577,305985,328690,351598,383019,405787,428340,450900,473515,487852,509950,532774,555693,578011,610197,632825,655083,677633,700117,719309,741792,764445,775774,796680,819118,841330,-4652033
305,229981,238516,260602,283417,305751,328555,351380,382782,405781,428408,450964,473447,487838,510054,532736,555694,577633,609891,632555,655364,677641,700279,719717,741389,763856,775903,796360,818868,841059,863781
306,230029,238486,260649,283413,305692,328786,351463,383000,405550,428523,451007,473385,487747,510141,532740,555841,577820,609720,632825,655553,677606,700250,719805,741133,763899,775889,796091,818804,FALSE,863862
307,229977,238487,260567,283522,305728,328891,351324,383055,405617,428447,450619,473160,487800,510031,532829,555881,578346,609371,632576,655161,677525,700461,719717,741251,763992,775743,795448,818971,841360,864103
308,230072,238393,260834,283512,305908,328651,351230,383138,405750,428616,450419,473280,487839,510237,532984,555923,578552,609629,632376,655202,677616,700232,719449,741479,764298,775685,795411,819003,841442,863835
309,230096,238357,260678,283381,306233,328701,351282,383085,405836,428480,450507,473350,487844,510119,532804,555581,578802,609883,632633,655134,677396,699917,719136,FALSE,764699,775805,795770,819019,841188,863957
310,229944,238247,260590,283406,305966,328526,351241,382869,405889,428396,450628,473543,487957,510205,532692,555510,578648,610229,632718,655240,677495,700036,719026,1483553,764736,776034,796001,819190,841135,863731
311,230132,238104,260706,283125,305749,328632,351428,382922,405695,428605,450896,473730,487808,510300,532688,555540,578179,610449,632956,655310,677687,699921,718931,16710,764918,776039,796482,819029,840888,863393
312,230212,FALSE,FALSE,283181,305789,328763,351381,382830,405634,428481,FALSE,473394,487648,510212,532518,555576,578002,610443,632792,FALSE,677617,700220,718997,742177,764794,776277,796806,819045,841097,863632
313,230151,-1524225,-524289,283380,305619,328598,351420,383153,405831,428510,2064383,473455,487712,FALSE,532729,555736,577499,610386,632535,655182,677702,700335,719374,741587,764425,775975,796855,818828,841235,863968
314,230247,238201,260590,283345,305864,328768,351530,FALSE,405751,428257,450823,FALSE,487579,510037,532780,555634,577648,609884,632534,655143,677615,700285,719647,741234,764488,775753,796270,818479,841125,864053
315,229918,238348,260702,283389,305894,328613,351523,382926,406002,FALSE,450766,473296,487782,510226,532774,555701,578072,609544,632417,655062,677541,700361,719773,741234,764131,775915,795495,818566,841308,864094
316,230100,238419,260819,283206,305827,328724,351560,382908,406012,428477,450702,473606,487843,510286,532963,555796,578424,FALSE,632618,655420,677763,700114,719649,741405,764151,775836,795434,818780,841293,863983
317,230258,238350,260762,283279,305978,329028,351388,382940,405866,428514,450990,473539,487815,510392,532884,555444,578996,610120,632830,655412,677502,700037,719331,741987,764401,775928,795442,818853,841342,FALSE
318,230083,238501,260647,283323,305853,328843,351319,383016,405939,428742,450889,473466,487713,510335,532942,555579,578833,610543,632900,655417,677449,700090,719140,742115,764460,775818,795487,818941,841378,863802
319,230219,238238,260633,283164,305893,328855,351573,382967,405625,428468,450726,473504,487630,510078,532848,555601,578614,610604,632870,655560,677675,699896,718845,742023,764711,775815,796018,818840,841098,864080
320,230199,238145,260654,283221,305655,328766,351476,383027,405718,428127,450723,473361,487949,510186,532671,555572,578166,610547,632527,655217,677535,700274,719031,741849,764695,775944,796310,819114,841041,864353
321,230005,238327,260702,283192,305714,328617,351368,382932,405847,-1,450625,473366,487829,510334,532705,555834,577643,610015,632689,655068,677685,700286,719233,741488,764657,FALSE,796761,818874,841131,864280
322,230085,238265,260786,283004,305915,328907,351174,382821,405746,428381,450845,473511,487716,510346,532642,555818,577627,609732,632666,654911,677663,700330,719504,741638,764604,775626,796798,818687,841203,864123
323,230056,238267,260634,283143,305642,328773,351181,383000,405761,428278,450668,473602,488013,510353,532973,555923,577719,609612,632567,654991,677733,700473,719730,741531,764290,775895,796351,818812,841328,863857
324,230130,238203,260575,283152,305731,328746,351348,382983,405599,428583,450622,473709,487893,510069,533021,555900,578197,609602,632722,655314,677748,700244,719404,741458,764300,775933,796012,818672,841167,863483
325,230106,238277,260607,283178,305843,328765,351369,382980,405700,428904,450977,473458,487897,510256,532986,555601,578666,610111,632565,655164,677455,700220,719452,741768,764263,776184,795498,818791,841221,863424
326,230172,238450,260635,283155,FALSE,328566,351174,382947,405890,428651,450910,473244,487934,510101,533030,555688,578776,610291,632546,655318,677552,700207,719501,741745,764371,775878,795414,818901,841237,863464
327,230236,238202,260739,283164,-5689345,328697,351555,382831,405649,428252,450710,473505,487898,509952,532834,555471,578805,610487,632785,655478,677436,700100,719159,741982,764740,775742,795639,818933,841078,863485
328,230143,238408,260613,283432,305868,328672,351548,382935,405849,427959,450748,473475,488009,510060,532589,555541,578267,610432,632674,655088,677483,700180,719115,742175,764827,775796,795983,819000,841251,863943
329,230236,238452,260656,283149,305894,328857,351429,383010,405783,428177,450713,473594,487871,510046,532457,555717,577790,609889,632756,655276,677580,FALSE,718740,741871,764806,775706,796434,818816,841142,864054
330,230232,238265,260860,283116,305935,328989,351411,383075,405670,428604,450942,FALSE,487762,510264,532331,555621,577711,609933,632786,655287,677420,699878,718614,741677,764678,775964,796640,818729,841090,864252
331,FALSE,238367,260528,283176,305834,328584,351374,383190,405746,428793,450822,473460,487999,510268,532705,555748,577689,609730,632960,655104,677738,700045,719260,741434,764254,775824,FALSE,818722,841318,864377
332,460223,238222,260479,282977,305705,328707,351622,383009,405723,428836,450772,473439,487856,510150,532956,555755,578096,609647,632943,655158,677720,700070,FALSE,741281,764206,775708,6291455,818599,841229,864039
333,16722,238316,260467,283174,305930,328773,351385,382977,405962,428327,450756,473405,487742,510016,FALSE,555592,578528,FALSE,632582,FALSE,677662,700145,720284,741504,764135,775939,796537,818963,841396,863741
334,230345,238365,260291,283137,305885,328911,351336,382916,405796,428137,450739,473329,487683,510065,-6078465,555773,578663,7557119,632570,655292,677620,700204,719493,741475,764405,775850,796089,819094,841470,863468
335,230158,238235,260564,283161,305953,328914,351599,383004,405741,428338,450905,473399,487713,510067,533249,555660,578647,609945,632500,655172,677467,700161,718800,741739,FALSE,775833,795952,818992,841408,863210
336,230024,238328,260620,283153,305995,328610,351507,383296,405891,428392,450908,473305,487866,510145,532777,555789,578321,610274,632369,655015,677446,700286,718235,741785,764381,775810,795497,819013,841291,863483
337,230154,238178,260705,283014,305837,328718,351645,382965,405825,428662,450796,473254,487608,510075,532545,555889,578126,610346,632302,655142,677455,700078,718529,741707,764319,775850,795307,818813,841227,863706
338,230056,238176,260694,283237,305929,328745,351408,382846,406037,428895,450811,473245,487710,510106,532363,555684,577957,610201,632342,655236,677346,699969,719073,741885,764505,775793,795785,818861,841303,863962
339,230062,238320,260666,283205,305826,328776,351511,382890,406000,428588,450702,473301,487705,510295,532449,555808,577684,610083,FALSE,655233,677821,700069,719542,741865,764441,775739,795928,818851,841128,864046
340,230023,238154,260796,283078,305889,328887,351642,382885,405663,214182,450764,473499,487728,510265,532879,555621,577870,609707,632805,655528,677668,700139,720013,FALSE,764722,775933,796338,818686,840971,FALSE
341,230067,238520,260633,283291,305981,328612,351492,383065,405875,-1,450798,473359,487902,510150,532944,555677,578088,609569,633309,655319,677527,700209,720002,4423679,764734,775981,796472,818962,841333,1727851
342,230211,238548,260692,283231,305863,328692,351527,382981,405747,428171,450600,473495,487761,509969,533140,555726,578507,609713,633184,655098,677779,700258,720064,741432,764470,775655,796435,FALSE,841378,16683
343,230082,238264,260697,283177,FALSE,328820,351563,383015,405779,428301,450749,473607,487967,509992,533018,555601,578748,609885,632948,655263,677682,700134,719645,741431,764390,775711,796217,-7864321,841360,863881
344,230261,238277,260539,283170,305949,328544,351546,383000,FALSE,428711,450717,473402,488060,509843,532681,555633,578564,610236,632280,655107,677776,700366,719221,741711,764212,775776,795730,819001,841272,863499
345,230187,FALSE,260676,283096,306055,328761,351497,382623,405922,428841,450886,473430,487569,509926,532781,555431,578403,610236,631943,655143,677715,FALSE,718771,741655,764363,775832,795592,819006,841107,863533
346,230202,238274,FALSE,283100,305828,328837,FALSE,382926,405816,428439,450837,FALSE,487552,510284,532612,555695,578072,610144,632229,655220,FALSE,700148,718337,741860,764411,775817,795679,818899,841291,FALSE
347,230358,238116,260638,283154,306001,328786,351439,383027,405952,428164,450739,-7471105,487693,510190,532542,555925,577750,610300,632378,655384,-5935665,700370,718793,741919,764484,775748,795919,819036,841265,864132
348,230160,238345,260642,283303,305961,328690,351612,383080,405907,428190,450893,473360,487574,510253,532628,555738,577875,609949,632917,655529,339541,700231,719786,741740,764867,776057,796309,819008,841148,863841
349,230192,238283,260877,283356,306003,328583,351562,383204,405915,428261,450801,473532,487946,510354,532673,555757,577931,609851,633021,655513,677618,700312,720250,741821,764889,776012,796237,818957,841102,863767
350,230175,238250,260661,283056,305993,328775,351563,383130,406058,428619,450746,473147,487857,510103,FALSE,555772,578378,609890,632910,655577,677291,700361,720405,741657,764840,775952,796204,818863,841076,863913
351,230112,238344,260731,283269,305928,328783,351492,383028,405882,FALSE,450995,473203,487888,509976,532493,FALSE,578547,609644,632857,655430,677386,700234,720074,741534,764456,FALSE,796517,818726,841391,863848
352,230076,238164,260894,283144,306077,328655,351298,382825,405901,428219,450743,473404,488020,509821,532799,4445383,578506,609812,632534,655148,677479,700186,719366,741490,764259,775790,796326,818958,841502,863456
353,229923,238245,260720,283153,305875,328859,351373,382794,405742,428066,450775,473408,487916,509872,533051,555719,578479,609996,632519,655217,677516,699869,718889,741392,764316,776168,796140,819172,841214,863463
354,230050,238230,260940,283289,305800,328810,351239,383141,405685,428409,450815,473543,487852,510122,533074,555380,578174,610229,632331,655146,677672,699982,718612,741707,764154,776330,795740,819108,FALSE,863757
355,230110,238293,260853,283234,305980,328803,351418,382998,405879,428737,450755,473349,487665,510187,533021,555459,578004,610456,FALSE,655247,677600,700316,718862,741932,764526,775971,795663,819061,3365175,863761
356,230065,238285,260636,283417,305883,328829,351628,383040,405575,428795,450861,473537,488001,510500,532634,555655,577924,610367,632236,655364,677582,700093,719090,741725,764942,775934,795902,818825,421606,863985
357,230123,238099,260761,283285,305923,328532,351400,382984,405693,428775,450764,473497,487976,510401,532496,FALSE,577732,610228,632324,655290,677766,700246,719319,741940,764729,775666,795891,818755,841171,864022
358,230015,238289,260580,283261,305818,328722,351493,382857,406132,-1,450857,473197,487795,510135,532550,555692,578105,609871,632388,655364,677453,700423,719775,741838,764777,775456,796311,818903,841177,864071
359,229975,238357,260628,283491,305779,328754,351554,383125,406175,428407,450922,473423,487924,509985,532385,555805,578295,609792,632886,655269,677642,700374,719674,741717,764617,775556,796445,FALSE,841189,864078
360,230186,238294,260552,283286,305969,328650,351395,383034,406075,427080,450692,473506,487819,509671,532626,555838,578552,609895,633066,655301,677590,700247,719606,741665,764246,775720,796414,819001,841249,863785
361,230086,238306,260651,283261,305809,328890,351463,FALSE,405371,-1,FALSE,473348,487634,FALSE,532878,555504,578654,609884,632941,655252,677470,699881,719659,741718,764081,775941,796422,819103,841580,863790
362,230084,238155,260636,283220,305740,328819,351262,383080,404938,428363,2146303,473398,487770,835583,532734,555485,578386,610230,632816,FALSE,FALSE,699905,719064,741936,763951,776166,796090,819030,841387,863608
