,Tare Count Load Cell 1,Tare Stds Load Cell 1,Tare Count Load Cell 2,Tare Stds Load Cell 2,Tare Count Load Cell 3,Tare Stds Load Cell 3,Tare Count Load Cell 4,Tare Stds Load Cell 4
0,-13226.5236,85.9097431901644,113261.77070000001,87.67596235571071,12095.829100000003,67.96921932021876,140473.0089,70.3479893102852
