,Tare Count Load Cell 1,Tare Stds Load Cell 1,Tare Count Load Cell 2,Tare Stds Load Cell 2,Tare Count Load Cell 3,Tare Stds Load Cell 3,Tare Count Load Cell 4,Tare Stds Load Cell 4
0,-9815.258600000001,108.99241074496885,104470.3807,91.83032056461526,15974.894100000005,69.06970102729561,142654.4739,66.20118560116578
