,Tare Count Load Cell 1,Tare Stds Load Cell 1,Tare Count Load Cell 2,Tare Stds Load Cell 2,Tare Count Load Cell 3,Tare Stds Load Cell 3,Tare Count Load Cell 4,Tare Stds Load Cell 4
0,-86623.27859999999,121.15469450252434,80111.52570000001,191.80735022412463,30484.629100000006,142.8605990992618,112133.9539,120.16130564786653
