,Time_(s),Total_Forces,Left_Forces,Right_Forces,Back_Forces,Front_Forces,LC1,LC2,LC3,LC4
0,0.0,0.005819945131130683,-0.050855908023068275,0.056675853154198944,-0.03996207841805263,0.045782023549183315,-0.06251958146905259,0.022557503050999957,0.03411835010319899,0.011663673445984322
1,0.011991500854492188,0.056026763220432645,-0.016350167445609368,0.072376930666042,0.0015282646646131229,0.05449849855581952,-0.05006973061148362,0.05159799527609674,0.02077893538994527,0.03371956316587425
2,0.024025678634643555,0.003376248495263884,-0.04761334235575482,0.0509895908510187,-0.056205894956868035,0.05958214345213192,-0.08254381711409361,0.026337922157225576,0.024651668693793125,0.0349304747583388
3,0.0359950065612793,0.08119393941090021,-0.01879484491523697,0.09998878432613717,0.019527383945662904,0.061666555465237305,-0.04031879847128973,0.05984618241695264,0.04014260190918454,0.02152395355605276
4,0.04817056655883789,0.04252994276560529,-0.03476580974459369,0.07729575251019898,-0.018649688525275085,0.061179631290880374,-0.0621713338926171,0.043521645367342016,0.03377410714285696,0.02740552414802341
5,0.060446977615356445,-0.0014766793737451198,-0.062375478001600836,0.060898798627855716,-0.04600839332722556,0.04453171395348044,-0.06495731450410107,0.018948921176875504,0.04194987745098021,0.0025818365025002316
6,0.07251620292663574,0.008227766995969152,-0.064858541823891,0.07308630881986014,-0.04862544825574715,0.0568532152517163,-0.0875934069724083,0.03896795871666116,0.03411835010319899,0.022734865148517306
7,0.08444976806640625,-0.05528451761585171,-0.08505860588394826,0.029774088268096546,-0.10680326581753811,0.05151874820168641,-0.10805295208799369,0.0012496862704555684,0.028524401997640978,0.022994346204045425
8,0.09637689590454102,0.022167433077095157,-0.056864315134446244,0.07903174821154141,-0.03411486665270118,0.056282299729796335,-0.06870097595078264,0.034586109298081466,0.044445638913459935,0.0118366608163364
9,0.11083388328552246,0.00882113603445335,-0.05730619125741441,0.06612732729186777,-0.06489704899131894,0.07371818502577229,-0.0966478439597312,0.03175079496841225,0.034376532323455514,0.039341652702316786
10,0.13542866706848145,0.061155848336537,-0.03471751198530271,0.09587336032183971,-0.0042900196259236315,0.06544586796246063,-0.05477107289336281,0.05048105326743918,0.045392307054400526,0.0200535609080601
11,0.1852257251739502,0.021680327242897715,-0.05267713743739039,0.0743574646802881,-0.03885930797743807,0.060539635220335786,-0.08976995432513016,0.05091064634769209,0.023446818332596014,0.03709281688773977
12,0.1971733570098877,0.006380319696181427,-0.06281748005195412,0.06919779974813554,-0.03116584951022499,0.03754616920640642,-0.07967077460850078,0.04850492509827579,0.02069287464985976,0.016853294556546657
13,0.20909547805786133,-0.057989018001879056,-0.09721955474886682,0.03923053674698777,-0.09530634992125489,0.037317331919375835,-0.10274217654735238,0.007435826626097488,0.03179471012089028,0.005522621798485556
14,0.2210235595703125,-0.025810534471795057,-0.07721678511588842,0.051406250644093376,-0.06467359148491596,0.0388630570131209,-0.09925970078299742,0.034586109298081466,0.016820141346011907,0.022042915667108996
15,0.23299932479858398,0.010377093581696827,-0.043293455623185775,0.0536705492048826,-0.0383400869772949,0.04871718055899173,-0.05677349645786691,0.01843340948057201,0.03523713972431059,0.013480040834681139
16,0.2449188232421875,0.010326563757277224,-0.05123641758129026,0.06156298133856748,-0.0474227603927177,0.057749324149994924,-0.08106376491424276,0.03364100452152506,0.027921976817042424,0.029827347332952503
17,0.25684642791748047,0.026891697318502078,-0.04592179050550421,0.07281348782400629,-0.014092572040419346,0.040984269358921424,-0.06191014821029048,0.04781757616987113,0.024995911654135155,0.01598835770478627
18,0.26875948905944824,-0.012072643767236643,-0.06701577007289646,0.05494312630565981,-0.05729293897433132,0.045220295207094675,-0.08680984992542844,0.029516910951097118,0.025426215354562694,0.01979407985253198
19,0.2806732654571533,0.02428276922684202,-0.03113635829341195,0.05541912752025397,-0.02200931525235672,0.04629208447919874,-0.07592711316181919,0.05391779790946247,0.0015013296107915033,0.04479075486840724
20,0.2926514148712158,0.028560880522121516,-0.039623661337772745,0.06818454185989427,-0.02761380654599293,0.056174687068114446,-0.06434788124533895,0.036734074699346024,0.031450467160548244,0.024724219907566205
21,0.30457401275634766,0.01982431488472574,-0.04629889081012919,0.06612320569485493,-0.04568952545694826,0.065513840341674,-0.0799319602908274,0.03424243483387914,0.031880770860975786,0.03363306948069821
22,0.3190164566040039,0.028875779335033182,-0.0285611186966174,0.057436898031650585,-0.021700630176617944,0.05057640951165113,-0.05242040175242321,0.030719771575805268,0.026717126455845314,0.023859283055805813
