,Time_(s),Total_Forces,Left_Forces,Right_Forces,Back_Forces,Front_Forces,LC1,LC2,LC3,LC4
0,0.0,0.025030809564679665,0.009312535129809247,0.01571827443487042,-0.01250898254575014,0.03753979211042981,-0.02621085384041724,0.013701871294667099,0.002016403140203318,0.035523388970226485
1,0.012228250503540039,-0.037365390313581784,-0.028762300824565778,-0.008603089489016004,-0.035656531883163804,-0.0017088584304179805,-0.028909772557792333,-0.006746759325371468,-0.0018563301636445365,0.0001474717332265561
2,0.024566650390625,-0.003003961350090574,-0.013952435628361608,0.010948474278271034,-0.055466801769625554,0.05246284041953498,-0.03918307606263946,-0.016283725706986094,0.027232199985257128,0.025230640434277852
3,0.03665328025817871,0.0258413829012137,0.022593672584716236,0.003247710316497463,0.00305434473301035,0.02278703816820335,-0.00566424683072298,0.00871859156373333,-0.0054708812472358676,0.028257919415439217
4,0.04930853843688965,-0.03343882630284213,-0.043181493201149314,0.009742666898307183,-0.04123777906543047,0.007798952762588338,-0.05154586502609957,0.010308085960669101,-0.0005654190623619183,0.008364371824950256
5,0.0695345401763916,-0.01930150565082954,-0.0009427116165722747,-0.01835879403425727,-0.008567188471626684,-0.010734317179202858,-0.020464768829231556,0.011897580357604872,-0.03025637439186214,0.01952205721265928
6,0.08162426948547363,0.03211327992111278,0.006692597454098222,0.025420682467014556,0.01046884335400024,0.021644436567112537,-0.01680816927665885,0.02727701263065909,-0.0018563301636445365,0.023500766730757072
7,0.09370613098144531,0.05017922898590305,0.03157582111018396,0.01860340787571909,0.044013170226556535,0.006166058759346518,0.005566737509321763,0.038446432717234774,-0.019843024841515684,0.026009083600862203
8,0.1058356761932373,0.024380433589551397,0.030700530570247433,-0.0063200969806960355,0.03505899618500592,-0.010678562595454525,0.01723303131991088,0.017825964865095044,-0.02414606184579108,0.013467499250336554
9,0.1180105209350586,0.04559682479498199,0.02603637372377274,0.019560451071209253,0.023898270091553073,0.02169855470342892,-0.0082761036539892,0.03217437374554227,-0.012613922674333021,0.03431247737776194
10,0.13012433052062988,0.017839400590280094,0.04106556756805123,-0.023226166977771134,0.0039278752232378665,0.013911525367042227,0.015056483967189027,-0.011128608743951161,-0.012097558233819975,0.026009083600862203
11,0.1421802043914795,-0.009567109479551576,-0.0026041483933826187,-0.006962961086168956,-0.04623806823240621,0.036670958752854636,-0.03648415734526437,-0.009753910887141845,0.002790949800972889,0.03388000895188175
12,0.15425848960876465,0.02763773687672164,0.03179053958740323,-0.004152802710681587,-0.006255561546347706,0.033893298423069346,-0.014544560029828126,0.00828899848348042,-0.012441801194162007,0.046335099617231354
13,0.16634917259216309,-0.03479712919621014,2.4686221029683597e-06,-0.03479959781831311,-0.05961542246431373,0.024818293268103583,-0.02142244966442917,-0.03819297279988456,0.003393374981571444,0.02142491828653214
14,0.17845582962036133,0.01050332819629253,-0.0062556340655598175,0.016758962261852348,-0.03046677105502272,0.04097009925131525,-0.039357199850857214,0.008890428795834494,0.007868533466017855,0.033101565785297396
15,0.19053339958190918,-0.011643521602875871,0.0006677122836680309,-0.012311233886543904,-0.02770743136223686,0.01606390975936099,-0.02551435868754625,-0.002193072674690611,-0.010118161211853292,0.02618207097121428
16,0.20263266563415527,-0.014682259732592205,-0.019317316945007365,0.0046350572124151624,-0.03708479104703413,0.022402531314441927,-0.03953132363907496,0.0024465325920408286,0.002188524620374334,0.020214006694067595
17,0.21468830108642578,0.07186387967351075,0.04628429326157327,0.025579586411937482,0.04153067658555599,0.03033320308795476,0.006263232662192755,0.035267443923363236,-0.009687857511425754,0.040021060599380515
18,0.22686409950256348,0.0050104650015671374,0.010610950897930387,-0.005600485896363249,-0.013793534197633107,0.018803999199200245,-0.012803322147650648,-0.0009902120499824599,-0.004610273846380789,0.023414273045581035
19,0.2389540672302246,0.06351887895615399,0.034493309839923054,0.029025569116230936,0.03511667837295661,0.02840220058319738,0.0019971998508579304,0.03311947852209868,-0.004093909405867741,0.032496109989065124
20,0.2511003017425537,0.007521704918532837,0.003936857843439626,0.0035848470750932115,-0.0151987550386589,0.022720459957191737,-0.02821327740492134,0.013014522366262441,-0.00942967529116923,0.03215013524836097
21,0.263225793838501,0.03172621497629613,0.014190716317185253,0.01753549865911088,2.089777589926213e-05,0.03170531720039687,-0.0076666703952270815,0.007687568171126344,0.009847930487984536,0.021857386712412333
22,0.275343656539917,0.018785372729612095,-0.010581454742227433,0.029366827471839527,-0.004607554179914056,0.02339292690952615,-0.03953132363907496,0.034923769459160904,-0.005556941987321376,0.028949868896847527
23,0.28762221336364746,0.015967346308663078,-0.0012261833746645794,0.017193529683327657,-0.0045750901629383915,0.02054243647160147,-0.01088796047725542,0.006312870314317028,0.01088065936901063,0.00966177710259084
24,0.2997405529022217,0.002236512852376065,-0.015376803352794635,0.0176133162051707,-0.019460214737760557,0.021696727590136623,-0.03213106263982067,0.012670847902060113,0.004942468303110586,0.016754259287026035
25,0.31187963485717773,-0.023531557872835656,-0.004590093898834503,-0.018941463974001153,-0.03600689325403718,0.012475335381201522,-0.03596178598061112,-4.5107273426055554e-05,-0.018896356700575098,0.03137169208177662
26,0.32395052909851074,0.02565342494670103,0.018102251253823396,0.007551173692877633,0.003754269720056217,0.021899155226644814,-0.004706565995525366,0.008460835715581583,-0.0009096620227039498,0.022808817249348762
27,0.34110569953918457,0.05091877249366546,0.004436374923394357,0.046482397570271096,0.023341773146829777,0.027576999346835676,-0.01793997390007421,0.04128174704690399,0.0052006505233671094,0.02237634882346857
28,0.35573816299438477,0.014778384181670799,-0.0029082016004420997,0.017686585782112896,0.003595354069953663,0.011183030111717136,-0.01680816927665885,0.020403523346612513,-0.0027169375644996155,0.01389996767621675
29,0.36781978607177734,0.040592690897777194,0.01751668277024035,0.023076008127536844,0.038333568104430484,0.00225912279334671,-0.001659399701714777,0.03999296780614526,-0.016916959678608415,0.019176082471955125
30,0.379807710647583,0.02961878816266515,0.00651222336761929,0.02310656479504586,0.0035804914551958687,0.02603829670746928,-0.01793997390007421,0.02152046535527008,0.0015860994397757788,0.0244521972676935
