,Tare Count Load Cell 1,Tare Stds Load Cell 1,Tare Count Load Cell 2,Tare Stds Load Cell 2,Tare Count Load Cell 3,Tare Stds Load Cell 3,Tare Count Load Cell 4,Tare Stds Load Cell 4
0,-5299.253599999996,90.56036315629481,98938.6107,95.01821285943026,20257.989100000006,71.83163909448258,136334.3439,78.53034938799138
