,Raw Data LC1,Raw Data LC2,Raw Data LC3,Raw Data LC4,Pretimes LC1,Pretimes LC2,Pretimes LC3,Pretimes LC4,Time Difference Between LC4 – LC1,Time Between First Measurements
217,225422,314597,-42580,431757,1584459850.45867,1584459850.45916,1584459850.45962,1584459850.46019,0.001518964767456,0.012102365493775
218,228477,316341,-43026,431800,1584459850.47077,1584459850.47124,1584459850.47171,1584459850.47217,0.001399993896484,0.012043952941895
219,230939,316991,-43336,432273,1584459850.48282,1584459850.4833,1584459850.48376,1584459850.48424,0.001418590545654,0.012034177780151
220,231636,317431,-43037,433099,1584459850.49485,1584459850.49532,1584459850.49579,1584459850.49626,0.001408576965332,0.012024402618408
221,231259,319685,-40933,434414,1584459850.50688,1584459850.51748,1584459850.51795,1584459850.51842,0.011547803878784,0.012023210525513
222,230670,320307,-39011,436399,1584459850.5189,1584459850.51936,1584459850.52994,1584459850.5305,0.011602401733399,0.012116193771362
223,228024,318550,-37098,438719,1584459850.53102,1584459850.53148,1584459850.54209,1584459850.54257,0.011553287506104,0.01202917098999
224,221934,314964,-35367,440982,1584459850.54305,1584459850.54351,1584459850.55411,1584459850.5546,0.011553287506104,0.012048959732056
225,213867,310715,-34298,443065,1584459850.55509,1584459850.55558,1584459850.56618,1584459850.56666,0.011560916900635,0.012036323547363
226,206053,306421,-33313,444554,1584459850.56713,1584459850.56759,1584459850.57819,1584459850.5787,0.011570453643799,0.012066841125488
227,198808,302801,-32803,445624,1584459850.5792,1584459850.57967,1584459850.59035,1584459850.59083,0.011630058288574,0.012104988098145
228,193112,299739,-32885,446123,1584459850.5913,1584459850.59177,1584459850.60236,1584459850.60288,0.01157546043396,0.012049436569214
229,188665,298186,-33303,446320,1584459850.60335,1584459850.60382,1584459850.61439,1584459850.61486,0.011510848999024,0.022114038467407
230,187174,298469,-33894,446461,1584459850.62547,1584459850.62593,1584459850.6264,1584459850.62691,0.001441717147827,0.012059926986694
231,189949,300484,-34495,445923,1584459850.63753,1584459850.63799,1584459850.63846,1584459850.63893,0.001404047012329,0.012007713317871
232,193904,303459,-35210,444875,1584459850.64953,1584459850.65002,1584459850.65062,1584459850.65111,0.001577377319336,0.012183427810669
233,197719,305444,-36390,443345,1584459850.66172,1584459850.66219,1584459850.66265,1584459850.66312,0.001402854919434,0.011986255645752
234,201565,306802,-37529,441653,1584459850.6737,1584459850.67417,1584459850.67466,1584459850.67514,0.00144100189209,0.012101650238037
235,204932,307474,-38954,439812,1584459850.68581,1584459850.68628,1584459850.68676,1584459850.68723,0.00142502784729,0.012051343917847
236,207747,307087,-40727,437741,1584459850.69786,1584459850.69832,1584459850.69883,1584459850.69931,0.001458406448364,0.012053728103638
237,211831,307444,-42522,435647,1584459850.70991,1584459850.71046,1584459850.71093,1584459850.7114,0.001486778259277,0.012086153030396
238,218277,309368,-44203,433970,1584459850.722,1584459850.72247,1584459850.72298,1584459850.72345,0.001455545425415,0.012037038803101
239,227860,313226,-45256,432781,1584459850.73403,1584459850.7345,1584459850.73497,1584459850.73544,0.001410007476807,0.012070178985596
240,235601,316519,-46089,431989,1584459850.7461,1584459850.74659,1584459850.74708,1584459850.74756,0.001453876495361,0.012038707733154
241,240062,317924,-46454,431295,1584459850.75814,1584459850.75861,1584459850.75907,1584459850.75956,0.00141429901123,0.012096166610718
242,241940,318168,-46603,433636,1584459850.77024,1584459850.77073,1584459850.77122,1584459850.77169,0.001452207565308,0.062604427337647
243,225994,309037,-45021,432963,1584459850.83284,1584459850.83331,1584459850.83378,1584459850.83426,0.001416921615601,0.012081861495972
244,223351,308610,-45733,432255,1584459850.84492,1584459850.8454,1584459850.84586,1584459850.84633,0.001409530639648,0.011990308761597
245,222359,308728,-46529,431530,1584459850.85692,1584459850.85738,1584459850.85788,1584459850.85835,0.001437664031982,0.012074708938599
246,222066,308892,-47181,430468,1584459850.86899,1584459850.86946,1584459850.86994,1584459850.87051,0.001519203186035,0.012106657028198
247,225559,308840,-47987,429467,1584459850.8811,1584459850.88156,1584459850.88203,1584459850.8825,0.00140380859375,0.012058734893799
248,229542,309618,-49057,428287,1584459850.89316,1584459850.89362,1584459850.89409,1584459850.89456,0.001408815383911,0.012019157409668
249,236152,311256,-50209,427360,1584459850.90517,1584459850.90568,1584459850.90616,1584459850.90665,0.001479864120483,0.017102718353272
250,243252,314830,-51813,426995,1584459850.92228,1584459850.92284,1584459850.92331,1584459850.92379,0.001510143280029,0.014706373214722
251,247817,318717,-51922,426468,1584459850.93698,1584459850.93747,1584459850.93794,1584459850.93842,0.001440286636353,0.012157678604126
252,248359,318790,-51934,426250,1584459850.94914,1584459850.94961,1584459850.95022,1584459850.9507,0.001554727554321,0.012174367904663
253,246720,317684,-51752,426407,1584459850.96132,1584459850.96178,1584459850.96224,1584459850.96271,0.001397132873535,0.012208223342896
254,243531,316326,-51167,426689,1584459850.97352,1584459850.97402,1584459850.97451,1584459850.97501,0.001482486724854,0.012340068817139
255,240434,314670,-50744,427118,1584459850.98586,1584459850.98634,1584459850.98681,1584459850.98731,0.001450538635254,0.012298345565796
256,236091,312809,-50386,427289,1584459850.99816,1584459850.99864,1584459850.99911,1584459850.99959,0.001424551010132,0.012228488922119
257,235441,311686,-50558,427127,1584459851.01039,1584459851.01086,1584459851.01132,1584459851.01178,0.001392602920532,0.011967897415161
258,236083,311061,-51472,426821,1584459851.02236,1584459851.02282,1584459851.02328,1584459851.02374,0.001381635665894,0.011983633041382
259,237284,311159,-51668,426456,1584459851.03434,1584459851.0348,1584459851.03526,1584459851.03572,0.001381635665894,0.01197075843811
260,238888,311543,-51790,426241,1584459851.04631,1584459851.04677,1584459851.04723,1584459851.04769,0.001377105712891,0.011973381042481
261,240223,311979,-52159,425459,1584459851.05829,1584459851.05874,1584459851.0592,1584459851.05966,0.001376867294312,0.012019872665405
262,241668,312667,-52497,424719,1584459851.07031,1584459851.07077,1584459851.07123,1584459851.07169,0.001388549804688,0.011964559555054
263,242701,312756,-53261,424173,1584459851.08227,1584459851.08272,1584459851.08318,1584459851.08364,0.001368045806885,0.011968851089478
264,244104,312865,-53722,423411,1584459851.09424,1584459851.09469,1584459851.09515,1584459851.09562,0.001377820968628,0.011944055557251
265,245336,312920,-54149,423124,1584459851.10618,1584459851.10664,1584459851.1071,1584459851.10756,0.001372814178467,0.011960744857788
266,246249,312572,-54561,422715,1584459851.11814,1584459851.1186,1584459851.11906,1584459851.11953,0.001386880874634,0.012051105499268
267,247331,312762,-55094,422110,1584459851.1302,1584459851.13065,1584459851.13111,1584459851.13157,0.001376628875732,0.011984348297119
268,248299,313357,-55734,421669,1584459851.14218,1584459851.14264,1584459851.14309,1584459851.14356,0.001377105712891,0.011968612670899
269,250027,314545,-56081,421047,1584459851.15415,1584459851.15461,1584459851.15506,1584459851.15553,0.001378059387207,0.011943578720093
270,251647,316210,-56523,420569,1584459851.16609,1584459851.16655,1584459851.167,1584459851.16747,0.001374244689941,0.011964797973633
271,253031,317624,-56932,419875,1584459851.17806,1584459851.17851,1584459851.17897,1584459851.17943,0.001375436782837,0.011942386627197
272,253706,319197,-57614,419205,1584459851.19,1584459851.19054,1584459851.191,1584459851.19147,0.001468181610107,0.01206111907959
273,253595,320438,-58079,418802,1584459851.20206,1584459851.20252,1584459851.20298,1584459851.20344,0.001380681991577,0.011947393417358
274,253762,321731,-58457,418160,1584459851.21401,1584459851.21447,1584459851.21493,1584459851.2154,0.001389265060425,0.011962890625
275,253424,323146,-58925,417724,1584459851.22597,1584459851.22643,1584459851.2269,1584459851.22736,0.001389026641846,0.01197361946106
276,253860,324738,-59477,417458,1584459851.23794,1584459851.2384,1584459851.23886,1584459851.23932,0.0013747215271,0.011961460113525
277,262143,326421,-59575,417326,1584459851.24991,1584459851.25046,1584459851.25092,1584459851.25138,0.001475095748901,0.012060403823853
278,249059,324377,-59236,417793,1584459851.26197,1584459851.31295,1584459851.31342,1584459851.31388,0.051917552947998,0.052382469177246
279,248280,323052,-59244,418012,1584459851.31435,1584459851.32493,1584459851.32539,1584459851.32586,0.011512517929077,0.01197624206543
280,248280,322081,-59169,418463,1584459851.32632,1584459851.33688,1584459851.33734,1584459851.33781,0.011481285095215,0.011945486068726
281,248202,321092,-59132,418510,1584459851.33827,1584459851.34885,1584459851.34931,1584459851.34977,0.011502027511597,0.012059211730957
282,248151,320118,-59100,418770,1584459851.35033,1584459851.3609,1584459851.36136,1584459851.36182,0.011494398117066,0.011953353881836
283,248097,319709,-58954,418992,1584459851.36228,1584459851.37284,1584459851.3733,1584459851.37376,0.011481046676636,0.011940240859985
284,248080,319275,-59143,418946,1584459851.37422,1584459851.3848,1584459851.38525,1584459851.38572,0.011493921279907,0.011956930160523
285,248386,319314,-59150,418825,1584459851.38618,1584459851.39676,1584459851.39722,1584459851.39769,0.011507272720337,0.011975765228272
286,248216,319437,-59232,418773,1584459851.39816,1584459851.40873,1584459851.40918,1584459851.40965,0.011489629745483,0.012056350708008
287,248361,319382,-59553,418488,1584459851.41021,1584459851.42078,1584459851.42124,1584459851.42171,0.011493921279907,0.011954784393311
288,248281,319203,-59422,418421,1584459851.42217,1584459851.43272,1584459851.43318,1584459851.43364,0.011473417282105,0.011934995651245
289,248090,319117,-59809,418160,1584459851.4341,1584459851.44469,1584459851.44514,1584459851.44561,0.011504888534546,0.011962413787842
290,248863,319605,-59822,418261,1584459851.44606,1584459851.44652,1584459851.45708,1584459851.45755,0.01148247718811,0.011945009231567
291,249354,320304,-59787,418338,1584459851.45801,1584459851.45846,1584459851.46904,1584459851.46951,0.011496543884277,0.011957883834839
292,249944,320654,-59660,418088,1584459851.46997,1584459851.47051,1584459851.48108,1584459851.48154,0.011576652526856,0.012041091918945
293,250339,321520,-59598,418080,1584459851.48201,1584459851.48246,1584459851.49303,1584459851.49349,0.011484146118164,0.011947631835938
294,250847,322159,-59531,418205,1584459851.49396,1584459851.49441,1584459851.50499,1584459851.50545,0.01149845123291,0.011961221694946
295,250860,322300,-59013,418295,1584459851.50592,1584459851.50637,1584459851.51693,1584459851.51739,0.011472702026367,0.0119309425354
296,249634,322164,-58522,418571,1584459851.51785,1584459851.51831,1584459851.52889,1584459851.52935,0.011504173278809,0.011970043182373
297,248364,321429,-58103,418558,1584459851.52982,1584459851.53036,1584459851.54094,1584459851.5414,0.011580944061279,0.012042045593262
298,246537,320689,-57804,418349,1584459851.54186,1584459851.54231,1584459851.55292,1584459851.67817,0.136313438415527,0.136796474456787
299,248278,319454,-59649,418489,1584459851.67866,1584459851.67911,1584459851.67957,1584459851.69024,0.011585950851441,0.01670503616333
300,249330,320204,-59345,418455,1584459851.69536,1584459851.69589,1584459851.69635,1584459851.74827,0.052909374237061,0.053444385528565
301,248103,319852,-59401,418305,1584459851.74881,1584459851.74931,1584459851.74981,1584459851.76084,0.012036085128784,0.012537956237793
302,247911,319982,-59428,418246,1584459851.76134,1584459851.76182,1584459851.7623,1584459851.77312,0.011778831481934,0.012288808822632
303,248875,320505,-59433,418334,1584459851.77363,1584459851.77413,1584459851.77462,1584459851.78537,0.011733055114746,0.012218475341797
304,249253,320842,-59329,418440,1584459851.78585,1584459851.78632,1584459851.78679,1584459851.79746,0.011607170104981,0.012085199356079
305,249057,321537,-59193,418469,1584459851.79794,1584459851.7984,1584459851.79886,1584459851.80948,0.011547088623047,0.012020349502564
306,248825,321945,-59011,418334,1584459851.80996,1584459851.8105,1584459851.81097,1584459851.82162,0.011662006378174,0.012140035629273
307,248148,321970,-58813,418319,1584459851.8221,1584459851.82256,1584459851.82302,1584459851.8336,0.01150107383728,0.022136688232422
308,247360,321261,-58713,418561,1584459851.84423,1584459851.84471,1584459851.84517,1584459851.84565,0.001412868499756,0.012049436569214
309,247291,321039,-58753,418710,1584459851.85628,1584459851.85674,1584459851.85721,1584459851.85844,0.002153396606445,0.002639055252075
310,247523,320678,-1,418689,1584459851.85892,1584459851.86951,1584459851.86997,1584459851.87052,0.011596202850342,0.022234439849854
311,247975,320742,-58585,419172,1584459851.88116,1584459851.88162,1584459851.88209,1584459851.93334,0.052184343338013,0.052663564682007
312,248819,320627,-58581,419196,1584459851.93382,1584459851.93428,1584459851.93474,1584459851.94538,0.011560916900635,0.012043952941895
313,248046,319705,-58451,419268,1584459851.94586,1584459851.94633,1584459851.95694,1584459851.95742,0.011557340621948,0.012027025222778
314,248049,319340,-58288,419466,1584459851.95789,1584459851.95835,1584459851.96898,1584459851.96945,0.011559963226318,0.012029886245728
315,524287,319380,-57939,419680,1584459851.96992,1584459851.97048,1584459851.9818,1584459851.98228,0.01235818862915,0.012825965881348
316,242188,315403,-56020,421542,1584459851.98275,1584459852.03385,1584459852.03432,1584459852.03481,0.052059412002564,0.052533388137817
317,241000,314269,-55705,421805,1584459852.03528,1584459852.04591,1584459852.04638,1584459852.04685,0.011571407318115,0.012040615081787
318,240534,313749,-55575,421891,1584459852.04732,1584459852.05795,1584459852.05841,1584459852.05889,0.01157021522522,0.012047052383423
319,240678,313952,-56021,422055,1584459852.05937,1584459852.06999,1584459852.07057,1584459852.07104,0.011675596237183,0.012142658233643
320,241554,314051,-56194,422080,1584459852.07151,1584459852.08208,1584459852.08254,1584459852.08301,0.011497735977173,0.011963367462158
321,241897,314062,-56175,422080,1584459852.08347,1584459852.09409,1584459852.09455,1584459852.09502,0.011546134948731,0.012011051177979
322,242174,313945,-56467,421798,1584459852.09549,1584459852.10612,1584459852.10658,1584459852.10706,0.011573553085327,0.01203989982605
323,242788,314007,-56883,421443,1584459852.10752,1584459852.1181,1584459852.11856,1584459852.11902,0.011497735977173,0.011962652206421
324,243029,314137,-57371,421423,1584459852.11949,1584459852.11994,1584459852.13056,1584459852.13104,0.011551856994629,0.012018203735352
325,243873,313981,-57389,421303,1584459852.13151,1584459852.13197,1584459852.14255,1584459852.14301,0.011505365371704,0.011970043182373
326,244554,314194,-57506,421178,1584459852.14348,1584459852.14393,1584459852.15458,1584459852.15506,0.011586427688599,0.01205849647522
327,245013,314463,-57703,421149,1584459852.15553,1584459852.156,1584459852.16692,1584459852.16739,0.011855125427246,0.012321949005127
328,245513,314796,-57685,421158,1584459852.16786,1584459852.16831,1584459852.1789,1584459852.17936,0.011508226394653,0.01197361946106
329,245589,315336,-57717,421201,1584459852.17983,1584459852.18039,1584459852.19101,1584459852.19148,0.011652708053589,0.012121200561524
330,245695,315307,-57411,421093,1584459852.19195,1584459852.19241,1584459852.20366,1584459852.20414,0.01219391822815,0.012664318084717
331,245284,315405,-57233,421093,1584459852.20462,1584459852.20508,1584459852.21569,1584459852.21617,0.011554002761841,0.012023210525513
332,244947,315208,-57289,421060,1584459852.21664,1584459852.2171,1584459852.22836,1584459852.22884,0.012197017669678,0.012664318084717
333,244498,315081,-56945,421193,1584459852.2293,1584459852.22976,1584459852.24043,1584459852.25106,0.021760225296021,0.022235631942749
334,244134,315128,-56787,421116,1584459852.25154,1584459852.252,1584459852.25246,1584459852.26308,0.011537551879883,0.012011289596558
335,243731,314754,-56839,421242,1584459852.26355,1584459852.26406,1584459852.26453,1584459852.27516,0.011610984802246,0.022194862365723
336,244009,314789,-56955,421257,1584459852.28574,1584459852.28621,1584459852.28667,1584459852.28714,0.001391649246216,0.012026071548462
337,243933,314566,-56880,False,1584459852.29777,1584459852.29824,1584459852.2987,1584459852.29917,0.00140118598938,0.012476682662964
338,244135,314430,-57063,7143423,1584459852.31025,1584459852.31074,1584459852.3112,1584459852.31167,0.001425743103027,0.001893997192383
339,244457,314644,-57137,16642,1584459852.31214,1584459852.32272,1584459852.32319,1584459852.32365,0.011508703231812,0.062673091888428
340,245194,315292,-56752,421956,1584459852.37481,1584459852.37528,1584459852.37574,1584459852.37621,0.00139856338501,0.062600612640381
341,242879,314154,-56335,422081,1584459852.43742,1584459852.43788,1584459852.43835,1584459852.43881,0.001399040222168,0.011975526809692
342,243200,314047,-56143,422229,1584459852.44939,1584459852.44985,1584459852.4504,1584459852.45087,0.001479864120483,0.012125968933106
343,243375,314489,-56007,422338,1584459852.46152,1584459852.46198,1584459852.46244,1584459852.46291,0.001392602920532,0.011966943740845
344,243394,314424,-56015,422242,1584459852.47348,1584459852.47466,1584459852.47513,1584459852.4756,0.002111673355103,0.012701749801636
345,242614,314106,-55987,422359,1584459852.48619,1584459852.48665,1584459852.4871,1584459852.48757,0.001383543014526,0.011999368667603
346,242024,313836,-55706,422457,1584459852.49818,1584459852.49867,1584459852.49913,1584459852.4996,0.001416683197021,0.012139558792114
347,241484,313199,-55825,422458,1584459852.51032,1584459852.51079,1584459852.51125,1584459852.51172,0.001392126083374,0.012014150619507
348,241141,312811,-56033,422598,1584459852.52234,1584459852.52281,1584459852.52327,1584459852.52374,0.001399755477905,0.011974096298218
349,241888,False,-56196,422375,1584459852.53431,1584459852.53477,1584459852.53586,1584459852.53635,0.00203800201416,0.017179012298584
350,242527,312781,-56478,422379,1584459852.55149,1584459852.55201,1584459852.55248,1584459852.55295,0.001459121704102,0.01224946975708
351,243289,312662,-56594,422384,1584459852.56374,1584459852.56422,1584459852.56468,1584459852.56516,0.001415014266968,0.012105226516724
352,243332,313027,-56575,422270,1584459852.57585,1584459852.57631,1584459852.57791,1584459852.57839,0.002542734146118,0.013152122497559
353,243200,313047,-56481,422304,1584459852.589,1584459852.58946,1584459852.58992,1584459852.60088,0.011878728866577,0.012388229370117
354,243055,312936,-56487,422356,1584459852.60139,1584459852.60189,1584459852.60238,1584459852.60288,0.001495361328125,0.012412071228027
355,243334,313164,-56361,422393,1584459852.6138,1584459852.61429,1584459852.61476,1584459852.61524,0.001437187194824,0.012356996536255
356,242787,312980,-56210,422523,1584459852.62616,1584459852.62666,1584459852.62714,1584459852.62763,0.001474380493164,0.012207269668579
357,242825,312886,-56279,422433,1584459852.63836,1584459852.63883,1584459852.63929,1584459852.63976,0.001398086547852,0.012132167816162
358,242480,312593,-56328,422485,1584459852.6505,1584459852.65098,1584459852.65145,1584459852.65192,0.001429080963135,0.012103319168091
359,242241,312452,-56460,422428,1584459852.6626,1584459852.66307,1584459852.66353,1584459852.664,0.001402139663696,0.011986970901489
360,243135,312642,-56336,422487,1584459852.67459,1584459852.67505,1584459852.6755,1584459852.67597,0.001384258270264,0.012014865875244
361,243427,312711,-56409,422492,1584459852.6866,1584459852.68706,1584459852.68753,1584459852.68799,0.001391649246216,0.011972427368164
362,243620,312789,-56707,422335,1584459852.69857,1584459852.69903,1584459852.69949,1584459852.69995,0.001379013061523,0.012036561965942
363,243253,312690,-56775,422322,1584459852.71061,1584459852.71107,1584459852.71153,1584459852.712,0.001388788223267,0.011968374252319
364,242887,312196,-56927,422167,1584459852.72258,1584459852.72374,1584459852.72421,1584459852.72468,0.002104043960571,0.012689828872681
365,242780,311859,-57095,421967,1584459852.73527,1584459852.73572,1584459852.73618,1584459852.73665,0.001380443572998,0.012013673782349
366,242481,311382,-57468,421959,1584459852.74728,1584459852.74775,1584459852.74822,1584459852.74869,0.001407146453857,0.012040853500366
367,False,311268,-57645,421780,1584459852.75932,1584459852.76037,1584459852.76087,1584459852.76135,0.002022981643677,0.012656927108765
368,244568,311865,-58050,421704,1584459852.77198,1584459852.78255,1584459852.78302,1584459852.79365,0.02167534828186,0.022149562835693
369,245543,312582,-58112,421445,1584459852.79413,1584459852.79459,1584459852.79505,1584459852.8061,0.011974573135376,0.012444496154785
370,246421,313058,-58312,421362,1584459852.80657,1584459852.80703,1584459852.80749,1584459852.80796,0.001388311386108,0.012083053588867
371,247633,314115,-58491,421207,1584459852.81866,1584459852.81912,1584459852.81958,1584459852.82015,0.001492977142334,0.012134075164795
372,248017,314841,-58213,421060,1584459852.83079,1584459852.83126,1584459852.83172,1584459852.83219,0.001398324966431,0.011978626251221
373,247960,315250,-58173,421063,1584459852.84277,1584459852.84323,1584459852.84369,1584459852.84416,0.001387119293213,0.012020349502564
374,247410,315796,-57823,421077,1584459852.85479,1584459852.85525,1584459852.85571,1584459852.85618,0.001394748687744,0.012749910354614
375,246406,315850,-57576,421285,1584459852.86754,1584459852.86801,1584459852.86848,1584459852.86895,0.001413345336914,0.012002944946289
376,245964,316018,-57476,421269,1584459852.87954,1584459852.88,1584459852.88056,1584459852.88103,0.001483917236328,0.012125015258789
377,246180,316100,-57422,421231,1584459852.89167,1584459852.89213,1584459852.8926,1584459852.89307,0.001403093338013,0.011982202529907
378,245760,316247,-57489,421404,1584459852.90365,1584459852.90411,1584459852.90457,1584459852.90503,0.001381397247314,0.012040615081787
379,245654,316557,-57397,421174,1584459852.91569,1584459852.91615,1584459852.91662,1584459852.91709,0.00139856338501,0.011975526809692
380,245822,False,-57399,421192,1584459852.92767,1584459852.92812,1584459852.92904,1584459852.92953,0.001869440078735,0.012550354003906
381,246201,318657,-56911,421110,1584459852.94022,1584459852.94068,1584459853.00195,1584459853.00243,0.062215089797974,0.062746524810791
382,247085,318451,-56640,421395,1584459853.00296,1584459853.00342,1584459853.01405,1584459853.01453,0.01156759262085,0.012036085128784
383,246423,318050,-56740,421280,1584459853.015,1584459853.01546,1584459853.02603,1584459853.0265,0.01150107383728,0.011971473693848
384,245432,317673,-56688,421402,1584459853.02697,1584459853.02743,1584459853.03804,1584459853.03851,0.011541604995728,0.012006759643555
385,245041,317433,-56918,421330,1584459853.03898,1584459853.03944,1584459853.05001,1584459853.05058,0.011600017547608,0.012075662612915
386,244837,317460,-57293,421264,1584459853.05105,1584459853.05151,1584459853.06219,1584459853.0633,0.012242794036865,0.012720346450806
387,245334,317966,-57291,421392,1584459853.06377,1584459853.06423,1584459853.07486,1584459853.07533,0.011558532714844,0.012025356292725
388,246197,318101,-57512,421445,1584459853.0758,1584459853.07625,1584459853.08682,1584459853.08728,0.011482954025269,0.011943817138672
389,247008,317947,-57643,421402,1584459853.08774,1584459853.0882,1584459853.09881,1584459853.09928,0.011539936065674,0.012006282806397
390,247446,317451,-57659,421297,1584459853.09975,1584459853.1003,1584459853.11087,1584459853.11134,0.01158881187439,0.0120530128479
391,247070,316859,-57860,421059,1584459853.1118,1584459853.11226,1584459853.1229,1584459853.12337,0.011568784713745,0.012037038803101
392,246908,316404,-58086,421142,1584459853.12384,1584459853.1243,1584459853.13503,1584459853.1355,0.011661052703858,0.012125968933106
393,-1040874,315902,-58511,420974,1584459853.13596,1584459853.13643,1584459853.14701,1584459853.14748,0.011512279510498,0.011979818344116
394,247380,316119,-58837,420809,1584459853.14794,1584459853.16868,1584459853.16915,1584459853.16962,0.021673440933228,0.022241830825806
395,248780,316792,-59010,420703,1584459853.17019,1584459853.1808,1584459853.18126,1584459853.18173,0.011544466018677,0.0120108127594
396,249863,317393,-59013,420778,1584459853.1822,1584459853.19277,1584459853.19324,1584459853.19371,0.011510848999024,0.011982679367066
397,250692,317747,-59351,420578,1584459853.19418,1584459853.20485,1584459853.20532,1584459853.20579,0.011609077453613,0.01207447052002
398,251256,318269,-59110,420442,1584459853.20625,1584459853.20671,1584459853.21734,1584459853.21781,0.011557102203369,0.012022256851196
399,251175,318425,-58794,420751,1584459853.21828,1584459853.21874,1584459853.22931,1584459853.22978,0.011504411697388,0.016459226608276
400,250771,318047,-58213,420846,1584459853.23474,1584459853.23525,1584459853.24603,1584459853.24652,0.011781454086304,0.0122549533844
401,249079,317516,-57668,421106,1584459853.24699,1584459853.24745,1584459853.25833,1584459853.25881,0.011821985244751,0.012288093566895
402,247316,316785,-57636,421241,1584459853.25928,1584459853.25973,1584459853.27043,1584459853.27089,0.011614322662354,0.012078046798706
403,245988,316575,-57562,421436,1584459853.27136,1584459853.27181,1584459853.28263,1584459853.28313,0.011778354644775,0.012264013290405
404,245628,316419,-57587,421509,1584459853.28362,1584459853.2841,1584459853.29501,1584459853.2955,0.011884689331055,0.01236367225647
405,245993,316164,-57895,421126,1584459853.29598,1584459853.29645,1584459853.30723,1584459853.30772,0.011731624603272,0.012213468551636
406,246320,316809,-58143,421887,1584459853.3082,1584459853.30866,1584459853.31933,1584459853.3198,0.011606693267822,0.012250185012817
407,247381,317033,-58174,421046,1584459853.32045,1584459853.32092,1584459853.33151,1584459853.33199,0.011539220809937,0.062612056732178
408,247213,316490,-58275,421149,1584459853.38306,1584459853.38354,1584459853.384,1584459853.38447,0.001412391662598,0.011995077133179
409,247457,316460,-58404,421010,1584459853.39505,1584459853.39551,1584459853.39597,1584459853.39643,0.001371145248413,0.011960983276367
410,247661,316598,-58436,421046,1584459853.40702,1584459853.40747,1584459853.40793,1584459853.40839,0.001371145248413,0.011951684951782
411,247887,316602,-58415,420971,1584459853.41897,1584459853.41942,1584459853.41987,1584459853.42042,0.001457452774048,0.012046813964844
412,248217,317093,-58324,420897,1584459853.43101,1584459853.43147,1584459853.43192,1584459853.43239,0.001373291015625,0.011941194534302
413,248250,317279,-58058,421096,1584459853.44296,1584459853.44341,1584459853.44387,1584459853.44433,0.001372337341309,0.011966705322266
414,248281,317298,-57962,421209,1584459853.45492,1584459853.45538,1584459853.45583,1584459853.45629,0.001371622085571,0.012015581130982
415,247954,317238,-57938,421287,1584459853.46694,1584459853.46739,1584459853.46785,1584459853.46831,0.001373291015625,0.011947154998779
416,247925,316947,-1,421116,1584459853.47888,1584459853.47935,1584459853.48992,1584459853.49047,0.01158332824707,0.012049674987793
417,247874,316782,-57988,421074,1584459853.49093,1584459853.49139,1584459853.50195,1584459853.55295,0.062017917633057,0.062489748001099
418,247559,316810,-58071,421095,1584459853.55342,1584459853.55388,1584459853.55433,1584459853.5649,0.011477470397949,0.011938333511353
419,247325,316578,-57836,421264,1584459853.56536,1584459853.56582,1584459853.56627,1584459853.57687,0.011506080627441,0.011972188949585
420,247137,316554,-58058,421136,1584459853.57733,1584459853.57779,1584459853.57825,1584459853.58883,0.011495113372803,0.011956930160523
421,247047,316491,-58125,420980,1584459853.58929,1584459853.58975,1584459853.59029,1584459853.60086,0.011565446853638,0.012027502059937
422,247571,316693,-58283,421118,1584459853.60132,1584459853.60177,1584459853.60223,1584459853.61281,0.011492252349854,0.011951923370361
423,247539,316881,-58481,421001,1584459853.61327,1584459853.61372,1584459853.61418,1584459853.62477,0.011502027511597,0.011969089508057
424,247766,316674,-58447,421113,1584459853.62524,1584459853.62569,1584459853.62615,1584459853.63673,0.0114905834198,0.011953830718994
425,247852,316738,-58425,421075,1584459853.63719,1584459853.63765,1584459853.63811,1584459853.64868,0.011489391326904,0.011954307556152
426,247767,316872,-58435,420884,1584459853.64915,1584459853.6496,1584459853.65014,1584459853.66071,0.011565923690796,0.01202917098999
427,247867,316887,-58365,421097,1584459853.66118,1584459853.66163,1584459853.66209,1584459853.67268,0.011504173278809,0.022071361541748
428,247983,317073,-58332,421062,1584459853.68325,1584459853.68374,1584459853.6842,1584459853.68466,0.00141167640686,0.011991739273071
429,247810,317528,-58203,421079,1584459853.69524,1584459853.6957,1584459853.70627,1584459853.70673,0.011491537094116,0.011953115463257
430,247707,317782,-58178,420991,1584459853.70719,1584459853.70765,1584459853.71823,1584459853.71869,0.011496543884277,0.01195502281189
431,247933,317803,-58189,420918,1584459853.71915,1584459853.7196,1584459853.73025,1584459853.73072,0.011569738388062,0.012031078338623
432,247998,318202,-58209,421059,1584459853.73118,1584459853.73164,1584459853.74222,1584459853.74269,0.011508226394653,0.011969089508057
433,248520,318140,-57967,421005,1584459853.74315,1584459853.7436,1584459853.75418,1584459853.75464,0.0114905834198,0.011950731277466
434,248462,318094,-57914,420840,1584459853.7551,1584459853.75555,1584459853.76611,1584459853.76657,0.011475324630737,0.01193642616272
435,247798,318200,-57642,420891,1584459853.76704,1584459853.77767,1584459853.77813,1584459853.7786,0.011561393737793,0.012029409408569
436,247445,317953,-57685,420787,1584459853.77907,1584459853.77952,1584459853.79016,1584459853.79062,0.011557817459107,0.012019872665405
