,Tare Count Load Cell 1,Tare Stds Load Cell 1,Tare Count Load Cell 2,Tare Stds Load Cell 2,Tare Count Load Cell 3,Tare Stds Load Cell 3,Tare Count Load Cell 4,Tare Stds Load Cell 4
0,63543.736399999994,65.94984287320175,32041.330700000006,77.56744661905533,67299.7641,50.499579206167645,86823.40890000001,63.35097157897423
