,Tare Count Load Cell 1,Tare Stds Load Cell 1,Tare Count Load Cell 2,Tare Stds Load Cell 2,Tare Count Load Cell 3,Tare Stds Load Cell 3,Tare Count Load Cell 4,Tare Stds Load Cell 4
0,56463.4014,74.70549912824356,45982.65569999999,60.27551658841258,68284.2691,63.31846472396501,72458.19889999999,69.1881572236174
