,Tare Count Load Cell 1,Tare Stds Load Cell 1,Tare Count Load Cell 2,Tare Stds Load Cell 2,Tare Count Load Cell 3,Tare Stds Load Cell 3,Tare Count Load Cell 4,Tare Stds Load Cell 4
0,-57404.0986,77.21380446526385,89132.15569999999,67.39456877226829,79814.02410000001,100.53723638533138,191723.66890000002,61.63254335170666
