,Tare Count Load Cell 1,Tare Stds Load Cell 1,Tare Count Load Cell 2,Tare Stds Load Cell 2,Tare Count Load Cell 3,Tare Stds Load Cell 3,Tare Count Load Cell 4,Tare Stds Load Cell 4
0,-10618.318599999999,131.56457121885055,105126.0707,133.88558314844806,14946.384100000003,75.03289345347146,143629.3239,89.48859131196556
